id,question_id,vqa_answer,mc_answer,correct
2,0,yes,yes,1
2,1,yes,yes,1
2,2,yes,yes,1
2,3,yes,yes,1
2,4,yes,yes,1
2,5,yes,yes,1
2,0,no,no,0
2,1,yes,yes,1
2,2,yes,yes,1
2,3,yes,yes,1
2,4,yes,yes,1
2,5,no,no,0
2,0,no,no,0
2,1,yes,yes,1
2,2,yes,yes,1
2,3,no,no,0
2,4,no,no,0
2,5,no,no,0
2,0,no,no,0
2,1,yes,yes,1
2,2,yes,yes,1
2,3,no,no,0
2,4,no,no,0
2,5,no,no,0
2,0,no,no,0
2,1,yes,yes,1
2,2,yes,yes,1
2,3,yes,yes,1
2,4,yes,yes,1
2,5,no,no,0
2,0,no,no,0
2,1,yes,yes,1
2,2,yes,yes,1
2,3,yes,yes,1
2,4,yes,yes,1
2,5,no,no,0
2,0,no,no,0
2,1,yes,yes,1
2,2,yes,yes,1
2,3,yes,yes,1
2,4,yes,yes,1
2,5,no,no,0
2,0,no,no,0
2,1,yes,yes,1
2,2,yes,yes,1
2,3,no,no,0
2,4,no,no,0
2,5,no,no,0
2,0,no,no,0
2,1,yes,yes,1
2,2,yes,yes,1
2,3,yes,yes,1
2,4,no,no,0
2,5,no,no,0
2,0,no,no,0
2,1,yes,yes,1
2,2,yes,yes,1
2,3,no,no,0
2,4,no,no,0
2,5,no,no,0
2,0,no,no,0
2,1,yes,yes,1
2,2,yes,yes,1
2,3,no,no,0
2,4,no,no,0
2,5,no,no,0
2,0,no,no,0
2,1,no,no,0
2,2,yes,yes,1
2,3,no,no,0
2,4,no,no,0
2,5,no,no,0
3,0,yes,yes,1
3,1,yes,yes,1
3,2,yes,yes,1
3,3,yes,yes,1
3,0,yes,yes,1
3,1,yes,yes,1
3,2,yes,yes,1
3,3,yes,yes,1
3,0,yes,yes,1
3,1,yes,yes,1
3,2,yes,yes,1
3,3,yes,yes,1
3,0,yes,yes,1
3,1,yes,yes,1
3,2,yes,yes,1
3,3,yes,yes,1
3,0,yes,yes,1
3,1,yes,yes,1
3,2,yes,yes,1
3,3,yes,yes,1
3,0,yes,yes,1
3,1,yes,yes,1
3,2,yes,yes,1
3,3,yes,yes,1
3,0,no,no,0
3,1,yes,yes,1
3,2,yes,yes,1
3,3,yes,yes,1
3,0,no,no,0
3,1,yes,yes,1
3,2,no,no,0
3,3,no,no,0
3,0,no,no,0
3,1,yes,yes,1
3,2,no,no,0
3,3,yes,yes,1
3,0,no,no,0
3,1,yes,yes,1
3,2,no,no,0
3,3,yes,yes,1
3,0,no,no,0
3,1,yes,yes,1
3,2,yes,yes,1
3,3,yes,yes,1
4,0,yes,yes,1
4,1,yes,yes,1
4,2,yes,yes,1
4,3,yes,yes,1
4,4,yes,yes,1
4,0,yes,yes,1
4,1,yes,yes,1
4,2,yes,yes,1
4,3,yes,yes,1
4,4,yes,yes,1
4,0,yes,yes,1
4,1,yes,yes,1
4,2,yes,yes,1
4,3,yes,yes,1
4,4,yes,yes,1
4,0,yes,yes,1
4,1,yes,yes,1
4,2,yes,yes,1
4,3,yes,yes,1
4,4,yes,yes,1
4,0,yes,yes,1
4,1,yes,yes,1
4,2,yes,yes,1
4,3,yes,yes,1
4,4,yes,yes,1
4,0,yes,yes,1
4,1,yes,yes,1
4,2,yes,yes,1
4,3,yes,yes,1
4,4,yes,yes,1
4,0,yes,yes,1
4,1,no,no,0
4,2,yes,yes,1
4,3,yes,yes,1
4,4,no,no,0
4,0,yes,yes,1
4,1,no,no,0
4,2,yes,yes,1
4,3,yes,yes,1
4,4,no,no,0
4,0,yes,yes,1
4,1,yes,yes,1
4,2,yes,yes,1
4,3,yes,yes,1
4,4,no,no,0
4,0,yes,yes,1
4,1,yes,yes,1
4,2,yes,yes,1
4,3,yes,yes,1
4,4,yes,yes,1
4,0,no,no,0
4,1,yes,yes,1
4,2,no,no,0
4,3,yes,yes,1
4,4,no,no,0
4,0,yes,yes,1
4,1,yes,yes,1
4,2,yes,yes,1
4,3,yes,yes,1
4,4,no,no,0
4,0,yes,yes,1
4,1,yes,yes,1
4,2,yes,yes,1
4,3,yes,yes,1
4,4,no,no,0
4,0,yes,yes,1
4,1,yes,yes,1
4,2,yes,yes,1
4,3,yes,yes,1
4,4,no,no,0
5,0,yes,yes,1
5,1,yes,yes,1
5,2,yes,yes,1
5,3,yes,yes,1
5,0,yes,yes,1
5,1,yes,yes,1
5,2,yes,yes,1
5,3,yes,yes,1
5,0,yes,yes,1
5,1,yes,yes,1
5,2,yes,yes,1
5,3,yes,yes,1
5,0,yes,yes,1
5,1,yes,yes,1
5,2,yes,yes,1
5,3,yes,yes,1
5,0,yes,yes,1
5,1,yes,yes,1
5,2,yes,yes,1
5,3,yes,yes,1
5,0,yes,yes,1
5,1,no,no,0
5,2,yes,yes,1
5,3,no,no,0
5,0,yes,yes,1
5,1,no,no,0
5,2,yes,yes,1
5,3,no,no,0
5,0,yes,yes,1
5,1,no,no,0
5,2,yes,yes,1
5,3,no,no,0
5,0,yes,yes,1
5,1,no,no,0
5,2,yes,yes,1
5,3,no,no,0
5,0,yes,yes,1
5,1,no,no,0
5,2,yes,yes,1
5,3,no,no,0
5,0,yes,yes,1
5,1,yes,yes,1
5,2,yes,yes,1
5,3,no,no,0
5,0,yes,yes,1
5,1,yes,yes,1
5,2,no,no,0
5,3,no,no,0
5,0,yes,yes,1
5,1,yes,yes,1
5,2,yes,yes,1
5,3,no,no,0
5,0,yes,yes,1
5,1,yes,yes,1
5,2,no,no,0
5,3,no,no,0
5,0,yes,yes,1
5,1,yes,yes,1
5,2,no,no,0
5,3,no,no,0
5,0,yes,yes,1
5,1,no,no,0
5,2,yes,yes,1
5,3,no,no,0
5,0,yes,yes,1
5,1,no,no,0
5,2,yes,yes,1
5,3,no,no,0
5,0,yes,yes,1
5,1,no,no,0
5,2,yes,yes,1
5,3,no,no,0
5,0,yes,yes,1
5,1,no,no,0
5,2,yes,yes,1
5,3,no,no,0
5,0,yes,yes,1
5,1,no,no,0
5,2,yes,yes,1
5,3,no,no,0
5,0,yes,yes,1
5,1,no,no,0
5,2,yes,yes,1
5,3,no,no,0
5,0,yes,yes,1
5,1,no,no,0
5,2,yes,yes,1
5,3,no,no,0
5,0,yes,yes,1
5,1,no,no,0
5,2,yes,yes,1
5,3,no,no,0
5,0,no,no,0
5,1,no,no,0
5,2,no,no,0
5,3,no,no,0
5,0,no,no,0
5,1,no,no,0
5,2,yes,yes,1
5,3,no,no,0
5,0,no,no,0
5,1,no,no,0
5,2,no,no,0
5,3,no,no,0
5,0,no,no,0
5,1,no,no,0
5,2,no,no,0
5,3,no,no,0
5,0,no,no,0
5,1,no,no,0
5,2,no,no,0
5,3,no,no,0
5,0,no,no,0
5,1,yes,yes,1
5,2,no,no,0
5,3,no,no,0
5,0,no,no,0
5,1,yes,yes,1
5,2,no,no,0
5,3,no,no,0
5,0,yes,yes,1
5,1,yes,yes,1
5,2,no,no,0
5,3,no,no,0
5,0,no,no,0
5,1,yes,yes,1
5,2,no,no,0
5,3,no,no,0
6,0,yes,yes,1
6,1,no,no,0
6,2,no,no,0
6,3,yes,yes,1
6,4,yes,yes,1
6,0,yes,yes,1
6,1,yes,yes,1
6,2,yes,yes,1
6,3,no,no,0
6,4,no,no,0
6,0,yes,yes,1
6,1,yes,yes,1
6,2,yes,yes,1
6,3,no,no,0
6,4,no,no,0
6,0,yes,yes,1
6,1,yes,yes,1
6,2,yes,yes,1
6,3,no,no,0
6,4,no,no,0
6,0,yes,yes,1
6,1,no,no,0
6,2,no,no,0
6,3,yes,yes,1
6,4,yes,yes,1
6,0,yes,yes,1
6,1,no,no,0
6,2,no,no,0
6,3,yes,yes,1
6,4,yes,yes,1
6,0,yes,yes,1
6,1,no,no,0
6,2,no,no,0
6,3,yes,yes,1
6,4,yes,yes,1
6,0,yes,yes,1
6,1,no,no,0
6,2,no,no,0
6,3,yes,yes,1
6,4,yes,yes,1
6,0,yes,yes,1
6,1,yes,yes,1
6,2,yes,yes,1
6,3,no,no,0
6,4,no,no,0
6,0,yes,yes,1
6,1,yes,yes,1
6,2,yes,yes,1
6,3,no,no,0
6,4,no,no,0
6,0,yes,yes,1
6,1,yes,yes,1
6,2,yes,yes,1
6,3,no,no,0
6,4,no,no,0
6,0,yes,yes,1
6,1,yes,yes,1
6,2,yes,yes,1
6,3,no,no,0
6,4,no,no,0
6,0,yes,yes,1
6,1,no,no,0
6,2,no,no,0
6,3,no,no,0
6,4,no,no,0
6,0,yes,yes,1
6,1,no,no,0
6,2,no,no,0
6,3,no,no,0
6,4,no,no,0
6,0,yes,yes,1
6,1,no,no,0
6,2,no,no,0
6,3,yes,yes,1
6,4,yes,yes,1
6,0,yes,yes,1
6,1,no,no,0
6,2,no,no,0
6,3,no,no,0
6,4,no,no,0
6,0,no,no,0
6,1,no,no,0
6,2,no,no,0
6,3,yes,yes,1
6,4,no,no,0
6,0,no,no,0
6,1,no,no,0
6,2,no,no,0
6,3,yes,yes,1
6,4,no,no,0
6,0,no,no,0
6,1,yes,yes,1
6,2,no,no,0
6,3,yes,yes,1
6,4,no,no,0
6,0,no,no,0
6,1,no,no,0
6,2,no,no,0
6,3,yes,yes,1
6,4,no,no,0
7,0,yes,yes,1
7,1,yes,yes,1
7,2,yes,yes,1
7,3,yes,yes,1
7,4,yes,yes,1
7,0,yes,yes,1
7,1,yes,yes,1
7,2,yes,yes,1
7,3,yes,yes,1
7,4,yes,yes,1
7,0,yes,yes,1
7,1,yes,yes,1
7,2,yes,yes,1
7,3,yes,yes,1
7,4,yes,yes,1
7,0,yes,yes,1
7,1,yes,yes,1
7,2,yes,yes,1
7,3,yes,yes,1
7,4,yes,yes,1
7,0,yes,yes,1
7,1,yes,yes,1
7,2,yes,yes,1
7,3,yes,yes,1
7,4,yes,yes,1
7,0,yes,yes,1
7,1,yes,yes,1
7,2,yes,yes,1
7,3,yes,yes,1
7,4,yes,yes,1
7,0,yes,yes,1
7,1,yes,yes,1
7,2,no,no,0
7,3,no,no,0
7,4,yes,yes,1
7,0,yes,yes,1
7,1,yes,yes,1
7,2,yes,yes,1
7,3,yes,yes,1
7,4,yes,yes,1
7,0,yes,yes,1
7,1,yes,yes,1
7,2,no,no,0
7,3,no,no,0
7,4,yes,yes,1
7,0,yes,yes,1
7,1,yes,yes,1
7,2,no,no,0
7,3,no,no,0
7,4,yes,yes,1
7,0,yes,yes,1
7,1,yes,yes,1
7,2,yes,yes,1
7,3,yes,yes,1
7,4,yes,yes,1
7,0,no,no,0
7,1,yes,yes,1
7,2,yes,yes,1
7,3,no,no,0
7,4,no,no,0
7,0,yes,yes,1
7,1,yes,yes,1
7,2,yes,yes,1
7,3,yes,yes,1
7,4,yes,yes,1
7,0,yes,yes,1
7,1,yes,yes,1
7,2,yes,yes,1
7,3,yes,yes,1
7,4,yes,yes,1
7,0,yes,yes,1
7,1,yes,yes,1
7,2,yes,yes,1
7,3,yes,yes,1
7,4,yes,yes,1
7,0,no,no,0
7,1,yes,yes,1
7,2,yes,yes,1
7,3,yes,yes,1
7,4,yes,yes,1
7,0,yes,yes,1
7,1,yes,yes,1
7,2,yes,yes,1
7,3,yes,yes,1
7,4,yes,yes,1
7,0,no,no,0
7,1,yes,yes,1
7,2,yes,yes,1
7,3,no,no,0
7,4,no,no,0
7,0,yes,yes,1
7,1,yes,yes,1
7,2,yes,yes,1
7,3,yes,yes,1
7,4,yes,yes,1
7,0,yes,yes,1
7,1,yes,yes,1
7,2,yes,yes,1
7,3,yes,yes,1
7,4,yes,yes,1
7,0,no,no,0
7,1,yes,yes,1
7,2,yes,yes,1
7,3,yes,yes,1
7,4,yes,yes,1
7,0,yes,yes,1
7,1,yes,yes,1
7,2,no,no,0
7,3,no,no,0
7,4,no,no,0
7,0,yes,yes,1
7,1,no,no,0
7,2,no,no,0
7,3,no,no,0
7,4,no,no,0
7,0,yes,yes,1
7,1,yes,yes,1
7,2,no,no,0
7,3,no,no,0
7,4,yes,yes,1
7,0,no,no,0
7,1,yes,yes,1
7,2,no,no,0
7,3,no,no,0
7,4,no,no,0
7,0,no,no,0
7,1,yes,yes,1
7,2,yes,yes,1
7,3,no,no,0
7,4,no,no,0
7,0,no,no,0
7,1,yes,yes,1
7,2,yes,yes,1
7,3,no,no,0
7,4,no,no,0
7,0,no,no,0
7,1,yes,yes,1
7,2,no,no,0
7,3,no,no,0
7,4,no,no,0
7,0,no,no,0
7,1,yes,yes,1
7,2,yes,yes,1
7,3,yes,yes,1
7,4,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,0,yes,yes,1
8,1,yes,yes,1
8,2,no,no,0
8,3,no,no,0
8,4,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,0,yes,yes,1
8,1,no,no,0
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,0,yes,yes,1
8,1,no,no,0
8,2,no,no,0
8,3,no,no,0
8,4,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,no,no,0
8,3,no,no,0
8,4,yes,yes,1
8,0,yes,yes,1
8,1,no,no,0
8,2,no,no,0
8,3,no,no,0
8,4,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,0,yes,yes,1
8,1,no,no,0
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,0,yes,yes,1
8,1,no,no,0
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,0,yes,yes,1
8,1,no,no,0
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,0,yes,yes,1
8,1,no,no,0
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,0,yes,yes,1
8,1,no,no,0
8,2,no,no,0
8,3,no,no,0
8,4,no,no,0
8,0,yes,yes,1
8,1,no,no,0
8,2,no,no,0
8,3,no,no,0
8,4,no,no,0
8,0,yes,yes,1
8,1,no,no,0
8,2,no,no,0
8,3,no,no,0
8,4,no,no,0
8,0,yes,yes,1
8,1,no,no,0
8,2,no,no,0
8,3,no,no,0
8,4,yes,yes,1
8,0,yes,yes,1
8,1,no,no,0
8,2,no,no,0
8,3,no,no,0
8,4,yes,yes,1
8,0,no,no,0
8,1,yes,yes,1
8,2,no,no,0
8,3,no,no,0
8,4,no,no,0
8,0,no,no,0
8,1,yes,yes,1
8,2,no,no,0
8,3,yes,yes,1
8,4,no,no,0
8,0,no,no,0
8,1,yes,yes,1
8,2,no,no,0
8,3,no,no,0
8,4,no,no,0
8,0,no,no,0
8,1,yes,yes,1
8,2,no,no,0
8,3,yes,yes,1
8,4,no,no,0
8,0,no,no,0
8,1,yes,yes,1
8,2,no,no,0
8,3,no,no,0
8,4,no,no,0
8,0,no,no,0
8,1,no,no,0
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,0,no,no,0
8,1,no,no,0
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,0,no,no,0
8,1,no,no,0
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,0,no,no,0
8,1,no,no,0
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,0,no,no,0
8,1,no,no,0
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,0,no,no,0
8,1,no,no,0
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,0,no,no,0
8,1,no,no,0
8,2,no,no,0
8,3,no,no,0
8,4,yes,yes,1
8,0,no,no,0
8,1,yes,yes,1
8,2,no,no,0
8,3,no,no,0
8,4,yes,yes,1
8,0,no,no,0
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,0,no,no,0
8,1,yes,yes,1
8,2,yes,yes,1
8,3,no,no,0
8,4,yes,yes,1
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,yes,yes,1
9,4,yes,yes,1
9,5,yes,yes,1
9,6,yes,yes,1
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,yes,yes,1
9,4,yes,yes,1
9,5,yes,yes,1
9,6,yes,yes,1
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,yes,yes,1
9,4,yes,yes,1
9,5,yes,yes,1
9,6,yes,yes,1
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,yes,yes,1
9,4,yes,yes,1
9,5,yes,yes,1
9,6,yes,yes,1
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,yes,yes,1
9,4,yes,yes,1
9,5,yes,yes,1
9,6,yes,yes,1
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,no,no,0
9,4,yes,yes,1
9,5,yes,yes,1
9,6,yes,yes,1
9,0,yes,yes,1
9,1,no,no,0
9,2,yes,yes,1
9,3,yes,yes,1
9,4,yes,yes,1
9,5,no,no,0
9,6,yes,yes,1
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,yes,yes,1
9,4,yes,yes,1
9,5,yes,yes,1
9,6,yes,yes,1
9,0,yes,yes,1
9,1,no,no,0
9,2,yes,yes,1
9,3,yes,yes,1
9,4,yes,yes,1
9,5,no,no,0
9,6,yes,yes,1
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,no,no,0
9,4,yes,yes,1
9,5,yes,yes,1
9,6,yes,yes,1
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,yes,yes,1
9,4,yes,yes,1
9,5,yes,yes,1
9,6,yes,yes,1
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,yes,yes,1
9,4,yes,yes,1
9,5,yes,yes,1
9,6,yes,yes,1
9,0,yes,yes,1
9,1,no,no,0
9,2,yes,yes,1
9,3,yes,yes,1
9,4,yes,yes,1
9,5,no,no,0
9,6,yes,yes,1
9,0,yes,yes,1
9,1,no,no,0
9,2,no,no,0
9,3,yes,yes,1
9,4,yes,yes,1
9,5,no,no,0
9,6,yes,yes,1
9,0,yes,yes,1
9,1,no,no,0
9,2,no,no,0
9,3,no,no,0
9,4,yes,yes,1
9,5,no,no,0
9,6,yes,yes,1
9,0,yes,yes,1
9,1,no,no,0
9,2,no,no,0
9,3,yes,yes,1
9,4,yes,yes,1
9,5,no,no,0
9,6,yes,yes,1
9,0,yes,yes,1
9,1,no,no,0
9,2,no,no,0
9,3,yes,yes,1
9,4,yes,yes,1
9,5,no,no,0
9,6,yes,yes,1
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,no,no,0
9,4,yes,yes,1
9,5,yes,yes,1
9,6,no,no,0
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,no,no,0
9,4,yes,yes,1
9,5,yes,yes,1
9,6,no,no,0
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,no,no,0
9,4,yes,yes,1
9,5,yes,yes,1
9,6,no,no,0
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,no,no,0
9,4,yes,yes,1
9,5,yes,yes,1
9,6,no,no,0
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,no,no,0
9,4,yes,yes,1
9,5,yes,yes,1
9,6,no,no,0
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,yes,yes,1
9,4,yes,yes,1
9,5,yes,yes,1
9,6,yes,yes,1
9,0,yes,yes,1
9,1,yes,yes,1
9,2,no,no,0
9,3,yes,yes,1
9,4,yes,yes,1
9,5,no,no,0
9,6,yes,yes,1
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,yes,yes,1
9,4,yes,yes,1
9,5,yes,yes,1
9,6,yes,yes,1
9,0,yes,yes,1
9,1,yes,yes,1
9,2,no,no,0
9,3,yes,yes,1
9,4,yes,yes,1
9,5,no,no,0
9,6,yes,yes,1
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,no,no,0
9,4,yes,yes,1
9,5,yes,yes,1
9,6,yes,yes,1
9,0,yes,yes,1
9,1,no,no,0
9,2,yes,yes,1
9,3,yes,yes,1
9,4,yes,yes,1
9,5,no,no,0
9,6,yes,yes,1
9,0,yes,yes,1
9,1,no,no,0
9,2,yes,yes,1
9,3,yes,yes,1
9,4,yes,yes,1
9,5,no,no,0
9,6,yes,yes,1
9,0,yes,yes,1
9,1,no,no,0
9,2,yes,yes,1
9,3,yes,yes,1
9,4,yes,yes,1
9,5,no,no,0
9,6,yes,yes,1
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,yes,yes,1
9,4,yes,yes,1
9,5,yes,yes,1
9,6,yes,yes,1
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,no,no,0
9,4,yes,yes,1
9,5,yes,yes,1
9,6,no,no,0
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,no,no,0
9,4,yes,yes,1
9,5,yes,yes,1
9,6,no,no,0
9,0,yes,yes,1
9,1,yes,yes,1
9,2,yes,yes,1
9,3,no,no,0
