id,question_id,vqa_answer,mc_answer,correct
2,2,yes,yes,1
2,3,forest,forest,1
2,4,yes,yes,1
2,5,yes,yes,1
2,6,yes,yes,1
2,7,brown,brown,1
2,0,yes,yes,1
2,1,bear,bear,1
2,2,yes,yes,1
2,3,forest,forest,1
2,4,yes,yes,1
2,5,yes,yes,1
2,6,yes,yes,1
2,7,brown,brown,1
2,0,yes,yes,1
2,1,bear,bear,1
2,2,yes,yes,1
2,3,forest,forest,1
2,4,yes,yes,1
2,5,yes,yes,1
2,6,yes,yes,1
2,7,brown,brown,1
2,0,no,no,0
2,1,bear,bear,1
2,2,yes,yes,1
2,3,forest,forest,1
2,4,yes,yes,1
2,5,yes,yes,1
2,6,yes,yes,1
2,7,brown,brown,1
2,0,no,no,0
2,1,dog,rabbit,0
2,2,yes,yes,1
2,3,forest,forest,1
2,4,yes,yes,1
2,5,no,no,0
2,6,no,no,0
2,7,brown,brown,1
2,0,no,no,0
2,1,deer,deer,0
2,2,yes,yes,1
2,3,forest,forest,1
2,4,yes,yes,1
2,5,no,no,0
2,6,no,no,0
2,7,brown,brown,1
2,0,no,no,0
2,1,bear,bear,1
2,2,yes,yes,1
2,3,forest,forest,1
2,4,yes,yes,1
2,5,yes,yes,1
2,6,no,no,0
2,7,brown,brown,1
2,0,no,no,0
2,1,bear,bear,1
2,2,yes,yes,1
2,3,forest,forest,1
2,4,yes,yes,1
2,5,yes,yes,1
2,6,no,no,0
2,7,brown,brown,1
2,0,no,no,0
2,1,deer,deer,0
2,2,yes,yes,1
2,3,forest,forest,1
2,4,yes,yes,1
2,5,yes,yes,1
2,6,no,no,0
2,7,black,black,0
2,0,no,no,0
2,1,deer,deer,0
2,2,yes,yes,1
2,3,forest,forest,1
2,4,yes,yes,1
2,5,no,no,0
2,6,no,no,0
2,7,brown,brown,1
2,0,no,no,0
2,1,dog,rabbit,0
2,2,yes,yes,1
2,3,forest,forest,1
2,4,yes,yes,1
2,5,yes,yes,1
2,6,no,no,0
2,7,brown,brown,1
2,0,no,no,0
2,1,deer,deer,0
2,2,yes,yes,1
2,3,forest,forest,1
2,4,yes,yes,1
2,5,no,no,0
2,6,no,no,0
2,7,no bear,white,0
2,0,no,no,0
2,1,no animal,rabbit,0
2,2,yes,yes,1
2,3,forest,forest,1
2,4,yes,yes,1
2,5,no,no,0
2,6,no,no,0
2,7,brown,brown,1
2,0,no,no,0
2,1,birds,deer,0
2,2,no,no,0
2,3,tree,forest,1
2,4,yes,yes,1
2,5,no,no,0
2,6,no,no,0
2,7,black,black,0
3,0,yes,yes,1
3,1,yes,yes,1
3,2,yes,yes,1
3,3,small,small,0
3,4,yes,yes,1
3,5,outside,outside,1
3,0,yes,yes,1
3,1,yes,yes,1
3,2,yes,yes,1
3,3,small,small,0
3,4,yes,yes,1
3,5,outside,outside,1
3,0,yes,yes,1
3,1,yes,yes,1
3,2,yes,yes,1
3,3,small,small,0
3,4,yes,yes,1
3,5,outside,outside,1
3,0,yes,yes,1
3,1,yes,yes,1
3,2,yes,yes,1
3,3,large,large,1
3,4,yes,yes,1
3,5,outside,outside,1
3,0,yes,yes,1
3,1,yes,yes,1
3,2,yes,yes,1
3,3,small,small,0
3,4,yes,yes,1
3,5,outside,outside,1
3,0,yes,yes,1
3,1,yes,yes,1
3,2,yes,yes,1
3,3,small,small,0
3,4,yes,yes,1
3,5,outside,outside,1
3,0,no,no,0
3,1,yes,yes,1
3,2,yes,yes,1
3,3,small,small,0
3,4,yes,yes,1
3,5,outside,outside,1
3,0,no,no,0
3,1,yes,yes,1
3,2,yes,yes,1
3,3,large,large,1
3,4,no,no,0
3,5,outside,outside,1
3,0,no,no,0
3,1,yes,yes,1
3,2,yes,yes,1
3,3,small,small,0
3,4,yes,yes,1
3,5,outside,outside,1
3,0,no,no,0
3,1,yes,yes,1
3,2,yes,yes,1
3,3,small,small,0
3,4,yes,yes,1
3,5,outside,outside,1
3,0,no,no,0
3,1,yes,yes,1
3,2,yes,yes,1
3,3,small,small,0
3,4,yes,yes,1
3,5,outside,outside,1
4,0,yes,yes,1
4,1,skateboarder,skateboarder,1
4,2,yes,yes,1
4,3,jump,jump over,0
4,4,yes,yes,1
4,0,yes,yes,1
4,1,skateboarder,skateboarder,1
4,2,yes,yes,1
4,3,jump,jump over,0
4,4,yes,yes,1
4,0,yes,yes,1
4,1,skateboarder,skateboarder,1
4,2,yes,yes,1
4,3,jump,jump over,0
4,4,yes,yes,1
4,0,yes,yes,1
4,1,man,skateboarder,1
4,2,yes,yes,1
4,3,jump,jump over,0
4,4,yes,yes,1
4,0,yes,yes,1
4,1,skateboarder,skateboarder,1
4,2,yes,yes,1
4,3,jump,jump over,0
4,4,yes,yes,1
4,0,yes,yes,1
4,1,boy,rollerblader,0
4,2,yes,yes,1
4,3,jump,jump over,0
4,4,yes,yes,1
4,0,yes,yes,1
4,1,skateboarder,skateboarder,1
4,2,no,no,0
4,3,jump,jump over,0
4,4,yes,yes,1
4,0,yes,yes,1
4,1,skateboarder,skateboarder,1
4,2,no,no,0
4,3,jump,jump over,0
4,4,yes,yes,1
4,0,yes,yes,1
4,1,skateboarder,skateboarder,1
4,2,yes,yes,1
4,3,jump,jump over,0
4,4,yes,yes,1
4,0,yes,yes,1
4,1,man,skateboarder,1
4,2,yes,yes,1
4,3,jump,jump over,0
4,4,yes,yes,1
4,0,no,no,0
4,1,biker,cyclist,0
4,2,yes,yes,1
4,3,jump,jump over,0
4,4,no,no,0
4,0,no,no,0
4,1,man,skateboarder,1
4,2,yes,yes,1
4,3,trick,pull off a trick,1
4,4,yes,yes,1
4,0,yes,yes,1
4,1,man,skateboarder,1
4,2,yes,yes,1
4,3,jump,jump over,0
4,4,yes,yes,1
4,0,no,no,0
4,1,man,skateboarder,1
4,2,yes,yes,1
4,3,trick,pull off a trick,1
4,4,yes,yes,1
5,0,yes,yes,1
5,1,woman on left,woman,1
5,2,yes,yes,1
5,3,scooter,scooter,1
5,4,yes,yes,1
5,0,yes,yes,1
5,1,woman,woman,1
5,2,yes,yes,1
5,3,scooter,scooter,1
5,4,yes,yes,1
5,0,yes,yes,1
5,1,woman,woman,1
5,2,yes,yes,1
5,3,scooter,scooter,1
5,4,yes,yes,1
5,0,yes,yes,1
5,1,woman,woman,1
5,2,yes,yes,1
5,3,scooter,scooter,1
5,4,yes,yes,1
5,0,yes,yes,1
5,1,woman,woman,1
5,2,yes,yes,1
5,3,scooter,scooter,1
5,4,yes,yes,1
5,0,yes,yes,1
5,1,woman,woman,1
5,2,no,no,0
5,3,none,bicycle,0
5,4,no,no,0
5,0,yes,yes,1
5,1,woman on right,woman,1
5,2,no,no,0
5,3,none,bicycle,0
5,4,no,no,0
5,0,yes,yes,1
5,1,woman,woman,1
5,2,no,no,0
5,3,car,car,0
5,4,no,no,0
5,0,yes,yes,1
5,1,woman on left,woman,1
5,2,no,no,0
5,3,none,bicycle,0
5,4,no,no,0
5,0,yes,yes,1
5,1,woman,woman,1
5,2,no,no,0
5,3,truck,car,0
5,4,no,no,0
5,0,yes,yes,1
5,1,woman,woman,1
5,2,yes,yes,1
5,3,scooter,scooter,1
5,4,yes,yes,1
5,0,yes,yes,1
5,1,woman,woman,1
5,2,yes,yes,1
5,3,scooter,scooter,1
5,4,yes,yes,1
5,0,yes,yes,1
5,1,woman,woman,1
5,2,yes,yes,1
5,3,scooter,scooter,1
5,4,yes,yes,1
5,0,yes,yes,1
5,1,woman,woman,1
5,2,yes,yes,1
5,3,scooter,scooter,1
5,4,yes,yes,1
5,0,yes,yes,1
5,1,woman,woman,1
5,2,yes,yes,1
5,3,scooter,scooter,1
5,4,yes,yes,1
5,0,yes,yes,1
5,1,no one,woman,1
5,2,no,no,0
5,3,none,bicycle,0
5,4,no,no,0
5,0,yes,yes,1
5,1,woman,woman,1
5,2,no,no,0
5,3,none,bicycle,0
5,4,no,no,0
5,0,yes,yes,1
5,1,no one,woman,1
5,2,no,no,0
5,3,none,bicycle,0
5,4,no,no,0
5,0,yes,yes,1
5,1,girl,girl,0
5,2,no,no,0
5,3,none,bicycle,0
5,4,no,no,0
5,0,yes,yes,1
5,1,no one,woman,1
5,2,no,no,0
5,3,none,bicycle,0
5,4,no,no,0
5,0,yes,yes,1
5,1,girl,girl,0
5,2,no,no,0
5,3,none,bicycle,0
5,4,no,no,0
5,0,yes,yes,1
5,1,woman,woman,1
5,2,no,no,0
5,3,none,bicycle,0
5,4,no,no,0
5,0,yes,yes,1
5,1,woman,woman,1
5,2,no,no,0
5,3,car,car,0
5,4,no,no,0
5,0,no,no,0
5,1,no one,woman,1
5,2,no,no,0
5,3,none,bicycle,0
5,4,no,no,0
5,0,no,no,0
5,1,no one,woman,1
5,2,no,no,0
5,3,none,bicycle,0
5,4,no,no,0
5,0,no,no,0
5,1,no one,woman,1
5,2,no,no,0
5,3,none,bicycle,0
5,4,no,no,0
5,0,no,no,0
5,1,no one,woman,1
5,2,no,no,0
5,3,none,bicycle,0
5,4,no,no,0
5,0,no,no,0
5,1,no one,woman,1
5,2,no,no,0
5,3,none,bicycle,0
5,4,no,no,0
5,0,no,no,0
5,1,no one,woman,1
5,2,yes,yes,1
5,3,scooter,scooter,1
5,4,no,no,0
5,0,no,no,0
5,1,nobody,woman,1
5,2,yes,yes,1
5,3,scooter,scooter,1
5,4,no,no,0
5,0,yes,yes,1
5,1,woman,woman,1
5,2,yes,yes,1
5,3,scooter,scooter,1
5,4,yes,yes,1
5,0,no,no,0
5,1,no one,woman,1
5,2,yes,yes,1
5,3,scooter,scooter,1
5,4,no,no,0
6,0,yes,yes,1
6,1,male,girl,0
6,2,no,no,0
6,3,green shirt,green suit,1
6,4,yes,yes,1
6,5,laptop,laptop,1
6,6,yes,yes,1
6,7,typing,typing,0
6,0,yes,yes,1
6,1,male,girl,0
6,2,yes,yes,1
6,3,suit,green suit,1
6,4,no,no,0
6,5,none,laptop,1
6,6,no,no,0
6,7,sitting,sleeping,0
6,0,yes,yes,1
6,1,male,girl,0
6,2,yes,yes,1
6,3,suit,green suit,1
6,4,no,no,0
6,5,laptop,laptop,1
6,6,no,no,0
6,7,posing,sleeping,0
6,0,yes,yes,1
6,1,male,girl,0
6,2,yes,yes,1
6,3,suit,green suit,1
6,4,no,no,0
6,5,cell phone,smartphone,0
6,6,no,no,0
6,7,sitting,sleeping,0
6,0,yes,yes,1
6,1,male,girl,0
6,2,no,no,0
6,3,shirt,jeans and t-shirt,0
6,4,yes,yes,1
6,5,laptop,laptop,1
6,6,yes,yes,1
6,7,typing,typing,0
6,0,yes,yes,1
6,1,male,girl,0
6,2,no,no,0
6,3,shirt,jeans and t-shirt,0
6,4,yes,yes,1
6,5,laptop,laptop,1
6,6,yes,yes,1
6,7,typing,typing,0
6,0,yes,yes,1
6,1,male,girl,0
6,2,no,no,0
6,3,shirt,jeans and t-shirt,0
6,4,yes,yes,1
6,5,laptop,laptop,1
6,6,yes,yes,1
6,7,typing,typing,0
6,0,yes,yes,1
6,1,male,girl,0
6,2,no,no,0
6,3,blue shirt,green suit,1
6,4,yes,yes,1
6,5,laptop,laptop,1
6,6,yes,yes,1
6,7,typing,typing,0
6,0,yes,yes,1
6,1,male,girl,0
6,2,yes,yes,1
6,3,suit,green suit,1
6,4,no,no,0
6,5,cell phone,smartphone,0
6,6,no,no,0
6,7,walking,talking,0
6,0,yes,yes,1
6,1,male,girl,0
6,2,yes,yes,1
6,3,suit,green suit,1
6,4,no,no,0
6,5,cell phone,smartphone,0
6,6,no,no,0
6,7,standing,talking,0
6,0,yes,yes,1
6,1,male,girl,0
6,2,yes,yes,1
6,3,suit,green suit,1
6,4,no,no,0
6,5,laptop,laptop,1
6,6,no,no,0
6,7,standing,talking,0
6,0,yes,yes,1
6,1,male,girl,0
6,2,yes,yes,1
6,3,suit,green suit,1
6,4,no,no,0
6,5,radio,smartphone,0
6,6,no,no,0
6,7,standing,talking,0
6,0,yes,yes,1
6,1,male,girl,0
6,2,no,no,0
6,3,shorts,jeans and t-shirt,0
6,4,no,no,0
6,5,laptop,laptop,1
6,6,no,no,0
6,7,kneeling,talking,0
6,0,yes,yes,1
6,1,male,girl,0
6,2,no,no,0
6,3,polo,green suit,1
6,4,no,no,0
6,5,phone,smartphone,0
6,6,no,no,0
6,7,reading,reading,0
6,0,yes,yes,1
6,1,male,girl,0
6,2,no,no,0
6,3,shirt,jeans and t-shirt,0
6,4,yes,yes,1
6,5,laptop,laptop,1
6,6,yes,yes,1
6,7,looking at his phone,sleeping,0
6,0,yes,yes,1
6,1,male,girl,0
6,2,no,no,0
6,3,long sleeved shirt,jeans and t-shirt,0
6,4,no,no,0
6,5,cell phone,smartphone,0
6,6,no,no,0
6,7,resting,sleeping,0
6,0,no,no,0
6,1,female,woman,0
6,2,no,no,0
6,3,no man,green suit,1
6,4,yes,yes,1
6,5,laptop,laptop,1
6,6,no,no,0
6,7,typing,typing,0
6,0,no,no,0
6,1,female,woman,0
6,2,no,no,0
6,3,leather,green suit,1
6,4,yes,yes,1
6,5,laptop,laptop,1
6,6,no,no,0
6,7,working,sleeping,0
6,0,no,no,0
6,1,male,girl,0
6,2,no,no,0
6,3,black shirt,jeans and t-shirt,0
6,4,yes,yes,1
6,5,laptop,laptop,1
6,6,no,no,0
6,7,reading,reading,0
6,0,no,no,0
6,1,male,girl,0
6,2,no,no,0
6,3,no man,green suit,1
6,4,yes,yes,1
6,5,laptop,laptop,1
6,6,no,no,0
6,7,nothing,sleeping,0
7,0,yes,yes,1
7,1,woman,woman,1
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,yes,yes,1
7,7,in,inside,0
7,0,yes,yes,1
7,1,woman,woman,1
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,yes,yes,1
7,7,in,inside,0
7,0,yes,yes,1
7,1,woman,woman,1
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,yes,yes,1
7,7,in,inside,0
7,0,yes,yes,1
7,1,woman,woman,1
7,2,yes,yes,1
7,3,head,club,0
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,yes,yes,1
7,7,top,on top of,1
7,0,yes,yes,1
7,1,woman,woman,1
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,yes,yes,1
7,7,in,inside,0
7,0,yes,yes,1
7,1,girl,girl,0
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,yes,yes,1
7,7,in,inside,0
7,0,yes,yes,1
7,1,woman,woman,1
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,no,no,0
7,5,tennis,tennis court,1
7,6,no,no,0
7,7,in,inside,0
7,0,yes,yes,1
7,1,woman,woman,1
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,yes,yes,1
7,7,in,inside,0
7,0,yes,yes,1
7,1,woman,woman,1
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,no,no,0
7,5,tennis,tennis court,1
7,6,no,no,0
7,7,inside,inside,0
7,0,yes,yes,1
7,1,woman,woman,1
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,no,no,0
7,5,tennis,tennis court,1
7,6,no,no,0
7,7,in,inside,0
7,0,yes,yes,1
7,1,woman,woman,1
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,yes,yes,1
7,7,in,inside,0
7,0,no,no,0
7,1,no one,woman,1
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,no,no,0
7,7,in,inside,0
7,0,yes,yes,1
7,1,tennis player,woman,1
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,yes,yes,1
7,7,in,inside,0
7,0,yes,yes,1
7,1,woman,woman,1
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,yes,yes,1
7,7,in,inside,0
7,0,yes,yes,1
7,1,man,man,0
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,yes,yes,1
7,7,in,inside,0
7,0,yes,yes,1
7,1,man,man,0
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,yes,yes,1
7,7,in,inside,0
7,0,yes,yes,1
7,1,tennis player,woman,1
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,yes,yes,1
7,7,in,inside,0
7,0,no,no,0
7,1,player,girl,0
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,no,no,0
7,7,in,inside,0
7,0,no,no,0
7,1,woman,woman,1
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,yes,yes,1
7,7,in,inside,0
7,0,no,no,0
7,1,man,man,0
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,yes,yes,1
7,7,in,inside,0
7,0,no,no,0
7,1,player,girl,0
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,yes,yes,1
7,7,in,inside,0
7,0,yes,yes,1
7,1,woman,woman,1
7,2,yes,yes,1
7,3,umbrella,bat,0
7,4,no,no,0
7,5,studio,basketball court,0
7,6,no,no,0
7,7,in,inside,0
7,0,yes,yes,1
7,1,man,man,0
7,2,no,no,0
7,3,toothbrush,bat,0
7,4,no,no,0
7,5,tennis,tennis court,1
7,6,no,no,0
7,7,inside,inside,0
7,0,yes,yes,1
7,1,woman,woman,1
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,no,no,0
7,5,tennis,tennis court,1
7,6,no,no,0
7,7,in,inside,0
7,0,no,no,0
7,1,no one,woman,1
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,no,no,0
7,7,in,inside,0
7,0,no,no,0
7,1,no one,woman,1
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,no,no,0
7,7,in,inside,0
7,0,no,no,0
7,1,no one,woman,1
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,no,no,0
7,7,in,inside,0
7,0,no,no,0
7,1,no one,woman,1
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,no,no,0
7,7,inside,inside,0
7,0,yes,yes,1
7,1,person,woman,1
7,2,yes,yes,1
7,3,tennis racket,racquet,1
7,4,yes,yes,1
7,5,tennis,tennis court,1
7,6,yes,yes,1
7,7,in,inside,0
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,5,no,no,0
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,5,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,5,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,5,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,5,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,5,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,5,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,no,no,0
8,3,no,no,0
8,4,yes,yes,1
8,5,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,5,yes,yes,1
8,0,yes,yes,1
8,1,no,no,0
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,5,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,5,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,5,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,5,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,5,no,no,0
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,5,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,5,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,5,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,5,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,5,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,5,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,5,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,5,yes,yes,1
8,0,yes,yes,1
8,1,no,no,0
8,2,no,no,0
8,3,no,no,0
8,4,yes,yes,1
8,5,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,no,no,0
8,3,no,no,0
8,4,yes,yes,1
8,5,yes,yes,1
8,0,yes,yes,1
8,1,no,no,0
8,2,no,no,0
8,3,no,no,0
8,4,yes,yes,1
8,5,yes,yes,1
8,0,yes,yes,1
8,1,yes,yes,1
8,2,yes,yes,1
8,3,yes,yes,1
8,4,no,no,0
8,5,yes,yes,1
8,0,yes,yes,1
8,1,no,no,0
8,2,yes,yes,1
8,3,yes,yes,1
8,4,yes,yes,1
8,5,yes,yes,1
8,0,yes,yes,1
