id,dsg_fuyu,dsg_llava,dsg_mplug,tifa_fuyu,tifa_llava,tifa_mplug
101_two horses through a grassy field_3_dalle_v2.png,0.8888888888888888,0.4444444444444444,0.4444444444444444,0.875,0.75,0.75
101_two horses through a grassy field_4_dalle_v2.png,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.625,0.75,0.75
101_two horses walking by a sidewalk_0_dalle_v2.png,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.75,0.625,0.5
101_two horses walking by a sidewalk_1_dalle_v2.png,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.625,0.625,0.5
101_two horses walking by a sidewalk_2_dalle_v2.png,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.625,0.75,0.5
101_two horses walking by a sidewalk_3_dalle_v2.png,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.625,0.5,0.375
101_two horses walking by a sidewalk_4_dalle_v2.png,0.5555555555555556,0.3333333333333333,0.2222222222222222,0.625,0.5,0.5
101_two men riding horses (through the ocean)_0_dalle_v2.png,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.5,0.75,0.625
101_two men riding horses (through the ocean)_1_dalle_v2.png,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.625,0.625,0.75
101_two men riding horses (through the ocean)_2_dalle_v2.png,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.625,0.625,0.75
101_two men riding horses (through the ocean)_3_dalle_v2.png,0.7777777777777778,0.5555555555555556,0.6666666666666666,0.75,0.625,0.75
101_two men riding horses (through the ocean)_4_dalle_v2.png,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.625,0.5,0.75
101_two men riding horses through a grassy field_0_dalle_v2.png,1.0,0.8888888888888888,0.8888888888888888,0.75,1.0,1.0
101_two men riding horses through a grassy field_1_dalle_v2.png,0.6666666666666666,0.8888888888888888,0.8888888888888888,0.875,1.0,0.875
101_two men riding horses through a grassy field_2_dalle_v2.png,0.5555555555555556,1.0,0.8888888888888888,0.75,1.0,1.0
101_two men riding horses through a grassy field_3_dalle_v2.png,1.0,0.8888888888888888,0.8888888888888888,0.875,1.0,1.0
101_two men riding horses through a grassy field_4_dalle_v2.png,1.0,1.0,0.8888888888888888,0.75,1.0,1.0
101_two men walking by a sidewalk_0_dalle_v2.png,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.5,0.25,0.25
101_two men walking by a sidewalk_1_dalle_v2.png,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.375,0.25,0.25
101_two men walking by a sidewalk_2_dalle_v2.png,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.375,0.25,0.25
101_two men walking by a sidewalk_3_dalle_v2.png,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.375,0.25,0.375
101_two men walking by a sidewalk_4_dalle_v2.png,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.25,0.25,0.25
101_two men walking through a grassy field_0_dalle_v2.png,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.75,0.625,0.75
101_two men walking through a grassy field_1_dalle_v2.png,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.875,0.625,0.625
101_two men walking through a grassy field_2_dalle_v2.png,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.375,0.625,0.5
101_two men walking through a grassy field_3_dalle_v2.png,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.5,0.625,0.75
101_two men walking through a grassy field_4_dalle_v2.png,0.6666666666666666,0.4444444444444444,0.5555555555555556,0.5,0.5,0.625
102_a photo of bear._0_dalle_v2.png,0.5,0.5,0.5,0.25,0.5,0.75
102_a photo of bear._1_dalle_v2.png,0.25,0.5,0.25,0.25,0.5,0.25
102_a photo of bear._2_dalle_v2.png,0.75,0.5,0.5,0.25,0.5,0.5
102_a photo of bear._3_dalle_v2.png,0.5,0.5,0.75,0.25,0.5,0.75
102_a photo of bear._4_dalle_v2.png,0.25,0.5,0.75,0.25,0.5,0.5
102_a photo of dining table_0_dalle_v2.png,0.375,1.0,0.625,0.4444444444444444,1.0,0.5555555555555556
102_a photo of dining table_1_dalle_v2.png,0.25,0.5,0.5,0.25,0.5,0.5
102_a photo of dining table_2_dalle_v2.png,0.25,0.5,0.5,0.25,0.5,0.5
102_a photo of dining table_3_dalle_v2.png,0.5,0.75,0.5,0.25,0.75,0.5
102_a photo of dining table_4_dalle_v2.png,0.25,0.75,0.75,0.25,0.75,0.75
103_A young woman with brown eyes and green lips._3_dalle_v2.png,0.75,1.0,1.0,0.7142857142857143,0.8571428571428571,0.8571428571428571
103_A young woman with green eyes and green lips._0_dalle_v2.png,0.75,1.0,1.0,0.7142857142857143,0.8571428571428571,0.7142857142857143
103_A young woman with green eyes and green lips._2_dalle_v2.png,0.75,1.0,1.0,0.7142857142857143,0.8571428571428571,0.8571428571428571
103_A young woman with green eyes and red lips._4_dalle_v2.png,0.75,1.0,0.75,0.7142857142857143,0.7142857142857143,0.5714285714285714
104_a cat jumping in the air to get onto a table_0_dalle_v2.png,0.8,1.0,1.0,0.2,1.0,1.0
104_a cat jumping in the air to get onto a table_2_dalle_v2.png,1.0,1.0,1.0,0.4,1.0,1.0
104_a cat jumping in the air_0_dalle_v2.png,0.8,0.6,0.6,0.6,0.8,0.6
104_a cat jumping in the air_1_dalle_v2.png,0.6,0.8,0.8,0.2,0.8,0.6
104_a cat jumping in the air_2_dalle_v2.png,1.0,0.8,0.4,0.4,0.8,0.6
104_a cat jumping in the air_3_dalle_v2.png,0.8,0.8,0.8,0.0,0.8,0.6
104_a cat jumping in the air_4_dalle_v2.png,0.8,0.8,0.6,0.4,0.8,0.8
104_a table_0_dalle_v2.png,0.2,0.4,0.4,0.2,0.6,0.4
104_a table_1_dalle_v2.png,0.0,0.4,0.4,0.2,0.4,0.2
104_a table_2_dalle_v2.png,0.4,0.4,0.4,0.4,0.4,0.4
104_a table_3_dalle_v2.png,0.2,0.4,0.2,0.2,0.4,0.4
104_a table_4_dalle_v2.png,0.2,0.4,0.4,0.6,0.6,0.6
105_a wood treehouse in an oak tree_0_dalle_v2.png,0.75,1.0,1.0,1.0,1.0,1.0
105_a wood treehouse in an oak tree_1_dalle_v2.png,0.75,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334
105_a wood treehouse in an oak tree_2_dalle_v2.png,0.75,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334
105_a wood treehouse in an oak tree_3_dalle_v2.png,0.75,1.0,1.0,0.8333333333333334,1.0,1.0
105_a wood treehouse in an oak tree_4_dalle_v2.png,0.75,1.0,0.75,0.8333333333333334,1.0,1.0
105_a wood treehouse on a cloud_0_dalle_v2.png,0.0,1.0,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334
105_a wood treehouse on a cloud_2_dalle_v2.png,1.0,1.0,1.0,0.6666666666666666,0.8333333333333334,0.8333333333333334
105_a wood treehouse on a cloud_3_dalle_v2.png,1.0,1.0,0.75,0.6666666666666666,0.8333333333333334,0.6666666666666666
105_an oak tree_0_dalle_v2.png,0.5,1.0,1.0,0.5,0.6666666666666666,1.0
105_an oak tree_1_dalle_v2.png,1.0,1.0,0.75,0.8333333333333334,1.0,1.0
105_an oak tree_2_dalle_v2.png,0.75,1.0,1.0,0.5,1.0,1.0
105_an oak tree_3_dalle_v2.png,0.75,1.0,0.75,0.8333333333333334,0.8333333333333334,0.8333333333333334
105_an oak tree_4_dalle_v2.png,0.75,0.75,0.75,0.8333333333333334,0.8333333333333334,1.0
106_a photo of a sidewalk_0_dalle_v2.png,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,0.8,0.4
106_a photo of a sidewalk_1_dalle_v2.png,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2,0.4,0.4
106_a photo of a sidewalk_2_dalle_v2.png,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.4,0.4
106_a photo of a sidewalk_3_dalle_v2.png,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.4,0.6
106_a photo of a sidewalk_4_dalle_v2.png,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,0.2,0.4
106_a photo of blue fire hydrant_0_dalle_v2.png,0.6666666666666666,1.0,1.0,0.8,1.0,1.0
106_a photo of blue fire hydrant_1_dalle_v2.png,0.6666666666666666,1.0,1.0,0.6,1.0,1.0
106_a photo of blue fire hydrant_2_dalle_v2.png,0.6666666666666666,1.0,1.0,0.6,1.0,1.0
106_a photo of blue fire hydrant_3_dalle_v2.png,1.0,1.0,1.0,0.6,1.0,1.0
106_a photo of blue fire hydrant_4_dalle_v2.png,0.6666666666666666,1.0,1.0,0.6,1.0,1.0
107_a photo of chair._0_dalle_v2.png,0.5,1.0,0.75,0.4,1.0,0.8
107_a photo of chair._1_dalle_v2.png,0.75,0.5,0.5,0.6,0.6,0.6
107_a photo of chair._2_dalle_v2.png,0.5,0.75,0.5,0.4,0.8,0.8
107_a photo of chair._3_dalle_v2.png,0.75,0.75,0.75,0.6,0.8,0.4
107_a photo of chair._4_dalle_v2.png,1.0,0.75,0.75,0.6,0.8,0.8
108_a photo of a bed in an empty room._0_dalle_v2.png,,0.4166666666666667,,,0.4285714285714285,
108_a photo of a bed in an empty room._1_dalle_v2.png,,0.5833333333333334,,,0.4285714285714285,
108_a photo of a bed in an empty room._2_dalle_v2.png,,0.5833333333333334,,,0.2857142857142857,
108_a photo of a bed in an empty room._3_dalle_v2.png,,0.5833333333333334,,,0.4285714285714285,
108_a photo of a bed in an empty room._4_dalle_v2.png,,0.5,,,0.4285714285714285,
108_a photo of a chair in an empty room._0_dalle_v2.png,,0.75,,,0.5714285714285714,
108_a photo of a chair in an empty room._1_dalle_v2.png,,0.4166666666666667,,,0.4285714285714285,
108_a photo of a chair in an empty room._2_dalle_v2.png,,0.4166666666666667,,,0.4285714285714285,
108_a photo of a chair in an empty room._3_dalle_v2.png,,0.75,,,0.5714285714285714,
108_a photo of a chair in an empty room._4_dalle_v2.png,,0.5,,,0.4285714285714285,
108_a photo of a lamp in an empty room._1_dalle_v2.png,,0.5833333333333334,,,0.4285714285714285,
108_a photo of a lamp in an empty room._2_dalle_v2.png,,0.6666666666666666,,,0.5714285714285714,
108_a photo of a lamp in an empty room._3_dalle_v2.png,,0.5833333333333334,,,0.4285714285714285,
108_a photo of a lamp in an empty room._4_dalle_v2.png,,0.5833333333333334,,,0.4285714285714285,
108_a photo of a light in an empty room._0_dalle_v2.png,,0.5,,,0.4285714285714285,
108_a photo of a light in an empty room._1_dalle_v2.png,,0.5833333333333334,,,0.4285714285714285,
108_a photo of a light in an empty room._3_dalle_v2.png,,0.8333333333333334,,,0.7142857142857143,
108_a photo of a light in an empty room._4_dalle_v2.png,,0.5833333333333334,,,0.4285714285714285,
108_a photo of a stop sign in an empty room._0_dalle_v2.png,,0.25,,,0.4285714285714285,
108_a photo of a stop sign in an empty room._1_dalle_v2.png,,0.1666666666666666,,,0.2857142857142857,
108_a photo of a stop sign in an empty room._2_dalle_v2.png,,0.1666666666666666,,,0.2857142857142857,
108_a photo of a stop sign in an empty room._3_dalle_v2.png,,0.1666666666666666,,,0.2857142857142857,
108_a photo of a stop sign in an empty room._4_dalle_v2.png,,0.1666666666666666,,,0.2857142857142857,
108_a photo of bed and chair._1_dalle_v2.png,,0.75,,,0.5714285714285714,
108_a photo of bed and lamp._0_dalle_v2.png,,0.75,,,0.5714285714285714,
108_a photo of bed and lamp._1_dalle_v2.png,,0.6666666666666666,,,0.5714285714285714,
108_a photo of bed and lamp._2_dalle_v2.png,,0.5,,,0.5714285714285714,
108_a photo of bed and lamp._3_dalle_v2.png,,0.5,,,0.5714285714285714,
"108_a photo of bed, chair, and lamp._0_dalle_v2.png",,0.75,,,0.7142857142857143,
"108_a photo of bed, chair, and lamp._4_dalle_v2.png",,0.75,,,0.7142857142857143,
108_a photo of chair and lamp._0_dalle_v2.png,,0.5,,,0.5714285714285714,
108_a photo of chair and lamp._1_dalle_v2.png,,0.5833333333333334,,,0.5714285714285714,
108_a photo of chair and lamp._2_dalle_v2.png,,0.75,,,0.5714285714285714,
108_a photo of chair and lamp._3_dalle_v2.png,,0.75,,,0.5714285714285714,
108_a photo of chair and lamp._4_dalle_v2.png,,0.5833333333333334,,,0.5714285714285714,
108_a photo of chair and light._0_dalle_v2.png,,0.5,,,0.5714285714285714,
108_a photo of chair and light._1_dalle_v2.png,,0.5,,,0.5714285714285714,
108_a photo of chair and stop sign._0_dalle_v2.png,,0.4166666666666667,,,0.4285714285714285,
108_a photo of chair and stop sign._1_dalle_v2.png,,0.4166666666666667,,,0.4285714285714285,
108_a photo of chair and stop sign._2_dalle_v2.png,,0.4166666666666667,,,0.4285714285714285,
108_a photo of chair and stop sign._3_dalle_v2.png,,0.5,,,0.4285714285714285,
108_a photo of chair and stop sign._4_dalle_v2.png,,0.5,,,0.4285714285714285,
109_A Mesoamerican pyramid surrounded by an empty desert. detailed charcoal sketch._0_dalle_v2.png,0.2,0.8,0.6,0.5,0.8,0.7
109_A Mesoamerican pyramid surrounded by an empty desert. detailed charcoal sketch._1_dalle_v2.png,0.6,0.6,0.6,,0.8,0.7
109_A Mesoamerican pyramid surrounded by an empty desert. detailed charcoal sketch._2_dalle_v2.png,0.8,0.4,0.6,0.5,0.7,0.6
109_A Mesoamerican pyramid surrounded by an empty desert. detailed charcoal sketch._3_dalle_v2.png,0.0,0.6,0.8,,0.8,0.6
109_A Mesoamerican pyramid surrounded by an empty desert. detailed charcoal sketch._4_dalle_v2.png,0.6,1.0,0.8,0.5,0.9,0.7
109_A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch._0_dalle_v2.png,0.8,1.0,1.0,,1.0,0.8
109_A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch._1_dalle_v2.png,0.2,1.0,0.8,0.4,1.0,0.9
109_A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch._2_dalle_v2.png,0.4,1.0,1.0,,1.0,0.8
109_A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch._3_dalle_v2.png,0.8,1.0,1.0,0.6,1.0,0.9
109_A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch._4_dalle_v2.png,0.6,1.0,0.8,,1.0,0.9
109_jungle. detailed charcoal sketch._0_dalle_v2.png,0.8,0.6,0.6,,0.8,0.8
109_jungle. detailed charcoal sketch._1_dalle_v2.png,0.6,0.6,0.8,0.3,0.7,0.5
109_jungle. detailed charcoal sketch._2_dalle_v2.png,0.6,0.8,0.8,0.6666666666666666,0.8,0.4
109_jungle. detailed charcoal sketch._3_dalle_v2.png,0.8,0.6,0.8,,0.8,0.5
109_jungle. detailed charcoal sketch._4_dalle_v2.png,0.8,0.8,1.0,0.6,0.7,0.8
10_A man in a line._0.png,0.5,0.5,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
10_A man in a line._1.png,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666
10_A man in a line._2.png,0.5,0.5,0.5,0.3333333333333333,0.5,0.5
10_A man in a line._4.png,0.6666666666666666,0.5,0.5,0.1666666666666666,0.3333333333333333,0.5
10_A man is eating a loaded hot dog in a line._0.png,1.0,1.0,1.0,0.5,1.0,0.8333333333333334
10_A man is eating a loaded hot dog in a line._3.png,1.0,0.8333333333333334,1.0,0.6666666666666666,0.8333333333333334,1.0
10_A man is eating a loaded hot dog with people around him in a line._0.png,0.6666666666666666,1.0,1.0,0.5,1.0,0.8333333333333334
10_A man is eating a loaded hot dog with people around him in a line._1.png,0.8333333333333334,1.0,1.0,0.6666666666666666,1.0,0.8333333333333334
10_A man is eating a loaded hot dog with people around him in a line._2.png,1.0,1.0,1.0,0.8333333333333334,1.0,1.0
10_A man is eating a loaded hot dog with people around him in a line._3.png,0.8333333333333334,1.0,1.0,0.6666666666666666,0.8333333333333334,0.8333333333333334
10_A man is eating a loaded hot dog with people around him in a line._4.png,0.5,1.0,0.8333333333333334,0.3333333333333333,1.0,1.0
10_A man is eating a loaded hot dog with people around him._0.png,0.6666666666666666,0.8333333333333334,1.0,0.5,0.6666666666666666,0.8333333333333334
10_A man is eating a loaded hot dog with people around him._1.png,0.8333333333333334,1.0,1.0,0.8333333333333334,1.0,1.0
10_A man is eating a loaded hot dog with people around him._2.png,0.8333333333333334,1.0,1.0,0.8333333333333334,1.0,1.0
10_A man is eating a loaded hot dog with people around him._3.png,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,1.0
10_A man is eating a loaded hot dog with people around him._4.png,0.6666666666666666,1.0,1.0,0.5,1.0,0.8333333333333334
10_A man is eating a loaded hot dog._0.png,1.0,1.0,1.0,0.6666666666666666,0.8333333333333334,1.0
10_A man is eating a loaded hot dog._1.png,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.5,0.8333333333333334,0.5
10_A man is eating a loaded hot dog._2.png,0.6666666666666666,0.8333333333333334,1.0,0.3333333333333333,0.8333333333333334,0.6666666666666666
10_A man is eating a loaded hot dog._3.png,0.5,0.8333333333333334,0.8333333333333334,0.1666666666666666,0.8333333333333334,0.6666666666666666
10_A man is eating a loaded hot dog._4.png,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.5
10_A man is eating._0.png,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.1666666666666666,0.5,0.3333333333333333
10_A man is eating._1.png,0.5,0.8333333333333334,0.8333333333333334,0.1666666666666666,0.5,0.5
10_A man is eating._2.png,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.5,0.5,0.5
10_A man is eating._3.png,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.1666666666666666,0.5,0.5
10_A man is eating._4.png,0.5,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333334,0.5
10_A man with people around him in a line._0.png,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5
10_A man with people around him in a line._1.png,0.6666666666666666,0.5,0.5,0.1666666666666666,0.3333333333333333,0.5
10_A man with people around him in a line._2.png,0.6666666666666666,0.5,0.5,0.1666666666666666,0.3333333333333333,0.5
10_A man with people around him in a line._3.png,0.5,0.5,0.5,0.5,0.3333333333333333,0.5
10_A man with people around him in a line._4.png,0.6666666666666666,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5
10_A man with people around him._0.png,0.6666666666666666,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333
10_A man with people around him._1.png,0.6666666666666666,0.5,0.6666666666666666,0.1666666666666666,0.5,0.3333333333333333
10_A man with people around him._2.png,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.5,0.5
10_A man with people around him._3.png,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333
10_A man with people around him._4.png,0.6666666666666666,0.5,0.5,0.1666666666666666,0.3333333333333333,0.5
10_Eating a loaded hot dog with people around in a line._0.png,0.5,1.0,1.0,0.6666666666666666,1.0,1.0
10_Eating a loaded hot dog with people around in a line._1.png,0.8333333333333334,1.0,1.0,0.6666666666666666,1.0,0.8333333333333334
10_Eating a loaded hot dog with people around in a line._2.png,0.6666666666666666,1.0,1.0,0.5,1.0,0.8333333333333334
10_Eating a loaded hot dog with people around in a line._3.png,1.0,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334
10_Eating a loaded hot dog with people around in a line._4.png,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.8333333333333334
10_Eating a loaded hot dog._2.png,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666
10_Eating a loaded hot dog._4.png,1.0,0.5,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333
10_People around him in a line._0.png,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,0.6666666666666666
10_People around him in a line._1.png,0.6666666666666666,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5
10_People around him in a line._2.png,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666
10_People around him in a line._3.png,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333
10_People around him in a line._4.png,0.6666666666666666,0.5,0.8333333333333334,0.3333333333333333,0.5,0.1666666666666666
10_People._0.png,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333
10_People._3.png,0.3333333333333333,0.5,0.5,0.1666666666666666,0.8333333333333334,0.6666666666666666
10_People._4.png,0.5,0.5,0.5,0.1666666666666666,0.5,0.5
110_A punk rock squirrel standing on a lily pad_0_dalle_v2.png,0.8,0.8,0.8,,0.625,0.5
110_A punk rock squirrel standing on a lily pad_4_dalle_v2.png,0.8,0.6,0.8,,0.625,0.375
110_A punk rock squirrel with a microphone while standing on a lily pad_0_dalle_v2.png,0.8,1.0,1.0,,0.875,0.875
110_A punk rock squirrel with a microphone while standing on a lily pad_2_dalle_v2.png,0.8,1.0,0.8,,0.875,0.875
110_A punk rock squirrel with a microphone while standing on a lily pad_3_dalle_v2.png,0.8,1.0,1.0,,0.875,0.875
110_A punk rock squirrel with a microphone while standing on a lily pad_4_dalle_v2.png,0.8,0.6,0.8,,0.875,0.75
110_A punk rock squirrel with a microphone_0_dalle_v2.png,0.4,0.6,0.6,,0.75,0.75
110_A punk rock squirrel with a microphone_1_dalle_v2.png,0.4,0.6,0.4,,0.75,0.75
110_A punk rock squirrel with a microphone_2_dalle_v2.png,0.4,0.6,0.8,,0.75,0.75
110_A punk rock squirrel with a microphone_3_dalle_v2.png,0.4,0.6,0.6,,0.75,0.75
110_A punk rock squirrel with a microphone_4_dalle_v2.png,0.4,0.6,0.6,,0.75,0.75
110_A punk rock squirrel_0_dalle_v2.png,0.8,0.4,0.4,,0.5,0.5
110_A punk rock squirrel_1_dalle_v2.png,0.6,0.4,0.4,,0.5,0.5
110_A punk rock squirrel_3_dalle_v2.png,0.6,0.6,0.2,,0.5,0.25
110_a lily pad_0_dalle_v2.png,0.4,0.2,0.2,,0.25,0.375
110_a lily pad_1_dalle_v2.png,0.6,0.2,0.2,,0.125,0.375
110_a lily pad_2_dalle_v2.png,0.2,0.2,0.2,,0.125,0.125
110_a lily pad_3_dalle_v2.png,0.2,0.2,0.2,,0.375,0.25
110_a lily pad_4_dalle_v2.png,0.4,0.2,0.2,,0.25,0.125
110_a microphone on a lily pad_0_dalle_v2.png,0.4,0.2,0.6,,0.5,0.5
110_a microphone on a lily pad_1_dalle_v2.png,0.4,0.2,0.4,,0.5,0.625
110_a microphone on a lily pad_2_dalle_v2.png,0.4,0.2,0.2,,0.5,0.5
110_a microphone on a lily pad_3_dalle_v2.png,0.4,0.2,0.4,,0.5,0.375
110_a microphone on a lily pad_4_dalle_v2.png,0.4,0.2,0.4,,0.375,0.5
110_a microphone_0_dalle_v2.png,0.2,0.0,0.2,,0.375,0.375
110_a microphone_1_dalle_v2.png,0.2,0.0,0.0,,0.375,0.375
110_a microphone_2_dalle_v2.png,0.2,0.0,0.4,,0.375,0.5
110_a microphone_3_dalle_v2.png,0.2,0.0,0.0,,0.375,0.375
110_a microphone_4_dalle_v2.png,0.2,0.0,0.0,,0.375,0.375
111-1-natural-image.jpg,1.0,1.0,1.0,0.6,0.9,0.9
111-2-natural-image.jpg,0.8,1.0,0.8,0.5,1.0,0.7
111-3-natural-image.jpg,0.2,0.8,0.8,0.3,0.7,0.8
111-4-natural-image.jpg,0.0,0.8,0.6,0.2,0.3,0.4
111-5-natural-image.jpg,0.2,0.8,0.6,0.2,0.7,0.7
111-6-natural-image.jpg,0.0,1.0,0.6,0.4,0.7,0.4
112-1-natural-image.jpg,1.0,1.0,0.8571428571428571,0.7272727272727273,1.0,0.9090909090909092
112-2-natural-image.jpg,0.4285714285714285,1.0,0.8571428571428571,0.5454545454545454,0.9090909090909092,0.9090909090909092
112-3-natural-image.jpg,0.5714285714285714,1.0,0.8571428571428571,0.5454545454545454,0.8181818181818182,0.7272727272727273
112-4-natural-image.jpg,0.2857142857142857,0.4285714285714285,0.4285714285714285,0.2727272727272727,0.5454545454545454,0.4545454545454545
112-5-natural-image.jpg,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.8181818181818182,0.5454545454545454,0.5454545454545454
112-6-natural-image.jpg,0.7142857142857143,0.4285714285714285,0.5714285714285714,0.6363636363636364,0.5454545454545454,0.5454545454545454
113-1-natural-image.jpg,,1.0,,,1.0,
113-2-natural-image.jpg,,1.0,,,1.0,
113-3-natural-image.jpg,,0.75,,,0.6666666666666666,
113-4-natural-image.jpg,,0.75,,,0.8333333333333334,
113-5-natural-image.jpg,,0.875,,,0.8333333333333334,
113-6-natural-image.jpg,,0.875,,,0.8333333333333334,
114-1-natural-image.jpg,0.8571428571428571,1.0,1.0,0.6363636363636364,1.0,1.0
114-2-natural-image.jpg,0.5714285714285714,1.0,1.0,0.6363636363636364,1.0,1.0
114-3-natural-image.jpg,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.7272727272727273,0.8181818181818182,0.6363636363636364
