id,question_id,vqa_answer,mc_answer,correct
1,1,Yes there is a wall of windows in the image.,yes,1
1,2,Yes there are six airplanes in the image.,yes,1
1,3,Yes the airplanes are near the wall of windows.,yes,1
1,0,Black and white,no,0
1,1,Yes there is a wall of windows in the image.,yes,1
1,2,Yes there are many airplanes in the image.,yes,1
1,3,Yes the airplanes are near the wall of windows.,yes,1
1,0,Yes there is a group of airplanes is parked on the runway.,yes,1
1,1,Yes there is a wall of windows in the image.,yes,1
1,2,Yes there are multiple airplanes in the image.,yes,1
1,3,Yes the airplanes are near the wall of windows.,yes,1
1,0,No,no,0
1,1,Yes there is a wall of windows.,yes,1
1,2,No,no,0
1,3,Yes,yes,1
1,0,No there is no group of planes in the image.,no,0
1,1,A church.,no,0
1,2,No there are only two planes in the image.,no,0
1,3,Yes,yes,1
1,0,No there is no group of planes in the image.,no,0
1,1,office building,no,0
1,2,An office building.,no,0
1,3,yes,yes,1
1,0,No there is no group of planes in the image.,no,0
1,1,A tall,no,0
1,2,No there are only two planes visible in the image.,no,0
1,3, ,no,0
1,0,No there is no group of planes in the image.,no,0
1,1,A,no,0
1,2,No,no,0
1,3,Yes,yes,1
2,0,Yes there is a brown bear in the image.,yes,1
2,1,Yes there is a forest in the image.,yes,1
2,2,Yes there are trees in the image.,yes,1
2,3,Yes,yes,1
2,4,yes,yes,1
2,5,yes,yes,1
2,0,1,no,0
2,1,Yes there is a forest in the image.,yes,1
2,2,Yes there are trees in the image.,yes,1
2,3,Yes the bear is walking through a snowy forest.,yes,1
2,4,yes,yes,1
2,5,yes,yes,1
2,0,Yes there is a brown bear in the image.,yes,1
2,1,Yes there is a forest in the image.,yes,1
2,2,Yes there are trees in the image.,yes,1
2,3,yes,yes,1
2,4,yes,yes,1
2,5,yes,yes,1
2,0,Yes there is a brown bear in the image.,yes,1
2,1,Yes there is a forest in the image.,yes,1
2,2,Yes there are trees in the image.,yes,1
2,3,Yes the bear is walking.,yes,1
2,4,Yes the bear is walking across the forest.,yes,1
2,5,Yes there are trees surrounding the bear.,yes,1
2,0,Yes there is a brown bear walking in the woods.,yes,1
2,1,Yes there is a forest in the image.,yes,1
2,2,Yes there are trees in the image.,yes,1
2,3,yes,yes,1
2,4,Yes the bear is walking across the forest.,yes,1
2,5,yes,yes,1
2,0,Yes there is a brown bear in the image.,yes,1
2,1,Yes there is a forest in the image.,yes,1
2,2,Yes there are trees in the image.,yes,1
2,3,Yes the bear is walking through a forest.,yes,1
2,4,Yes the bear is walking across the forest.,yes,1
2,5,Yes there are trees surrounding the bear.,yes,1
2,0,Yes there is a brown bear in the image.,yes,1
2,1,Yes there is a forest in the image.,yes,1
2,2,Yes there are trees in the image.,yes,1
2,3,Yes,yes,1
2,4,yes,yes,1
2,5,yes,yes,1
2,0,Yes there is a brown bear in the image.,yes,1
2,1,Yes there is a forest in the image.,yes,1
2,2,Yes there are trees in the image.,yes,1
2,3,yes,yes,1
2,4,no,no,0
2,5,yes,yes,1
2,0,Yes there is a brown bear in the image.,yes,1
2,1,Yes there is a forest in the image.,yes,1
2,2,Yes there are trees in the image.,yes,1
2,3,No the bear is standing still.,no,0
2,4,no,no,0
2,5,Yes there are trees surrounding the bear.,yes,1
2,0,Yes there is a brown bear in the image.,yes,1
2,1,Yes there is a forest in the image.,yes,1
2,2,Yes there are trees in the image.,yes,1
2,3,Yes the bear is walking through a forest.,yes,1
2,4,Yes the bear is walking across the forest.,yes,1
2,5,Yes there are trees surrounding the bear.,yes,1
2,0,Yes there is a brown bear in the image.,yes,1
2,1,Yes there is a forest in the image.,yes,1
2,2,Yes there are trees in the image.,yes,1
2,3,Yes the bear is walking through the forest.,yes,1
2,4,Yes the bear is walking across the forest.,yes,1
2,5,Yes there are trees surrounding the bear.,yes,1
2,0,no,no,0
2,1,Yes there is a forest is in the image.,yes,1
2,2,Yes,yes,1
2,3,no,no,0
2,4,no,no,0
2,5,yes,yes,1
2,0,No there is no brown bear in the image.,no,0
2,1,Pine needles.,no,0
2,2,Yes there are trees in the image.,yes,1
2,3,no,no,0
2,4,no,no,0
2,5,yes,yes,1
2,0,no,no,0
2,1,Pine needles.,no,0
2,2,Yes there are trees in the image.,yes,1
2,3,no,no,0
2,4,no,no,0
2,5,yes,yes,1
2,0,no,no,0
2,1,Yes there is a forest in the image.,yes,1
2,2,Yes there are trees in the image.,yes,1
2,3,No the bear is not walking. It is standing in a forest.,no,0
2,4,no,no,0
2,5,yes,yes,1
2,0,No there is no brown bear in the image.,no,0
2,1,Woodland,no,0
2,2,Yes there are trees in the forest.,yes,1
2,3,no,no,0
2,4,no,no,0
2,5,yes,yes,1
2,0,No there is no brown bear in the image.,no,0
2,1,Yes there is a forest in the image.,yes,1
2,2,Yes there are trees in the image.,yes,1
2,3,no,no,0
2,4,no,no,0
2,5,yes,yes,1
2,0,No there is no brown bear in the image.,no,0
2,1,Yes there is a forest with tall trees.,yes,1
2,2,Yes there are trees in the image.,yes,1
2,3,no,no,0
2,4,no,no,0
2,5,yes,yes,1
2,0,no,no,0
2,1,Yes there is a forest in the image.,yes,1
2,2,Yes there are trees in the image.,yes,1
2,3,no,no,0
2,4,no,no,0
2,5,no,no,0
2,0,No there is no brown bear in the image.,no,0
2,1,Yes there is a forest in the image.,yes,1
2,2,Yes there are trees in the image.,yes,1
2,3,No the bear is not walking. It is standing in a forest.,no,0
2,4,no,no,0
2,5,yes,yes,1
2,0,no,no,0
2,1,Leaves.,no,0
2,2,Yes there are trees in the image.,yes,1
2,3,no,no,0
2,4,no,no,0
2,5,yes,yes,1
2,0,Oak,no,0
2,1,Watercolor painting.,no,0
2,2,Yes there are trees in the image.,yes,1
2,3,no,no,0
2,4,no,no,0
2,5,yes,yes,1
3,0,Motorcycle,no,0
3,1,yes,yes,1
3,2,no,no,0
3,3,Yes,yes,1
3,0,Motorcycle,no,0
3,1,yes,yes,1
3,2,no,no,0
3,3,Yes,yes,1
3,0,Motorcycle.,no,0
3,1,yes,yes,1
3,2,no,no,0
3,3,Yes,yes,1
3,0,M,no,0
3,1,yes,yes,1
3,2,no,no,0
3,3,Yes,yes,1
3,0,Motorcycle,no,0
3,1,yes,yes,1
3,2,no,no,0
3,3,No,no,0
3,0,Motorcycle,no,0
3,1,yes,yes,1
3,2,no,no,0
3,3,Yes,yes,1
3,0,A car.,no,0
3,1,no,no,0
3,2,no,no,0
3,3,No,no,0
3,0,no,no,0
3,1,no,no,0
3,2,no,no,0
3,3,No,no,0
3,0,Bench.,no,0
3,1,No the motorcycle is not large.,no,0
3,2,no,no,0
3,3,Motorcycle.,no,0
3,0,skyscraper,no,0
3,1,yes,yes,1
3,2,no,no,0
3,3,No,no,0
3,0,No there is no motorcycle in the image.,no,0
3,1,no,no,0
3,2,no,no,0
3,3,No,no,0
4,0,Skateboarding.  What type of skateboard is being r,no,0
4,1,Yes there is a ramp is visible in the image.,yes,1
4,2,male,no,0
4,3,Yes the skateboarder is performing a trick by jumping into the air while riding his skateboard.,yes,1
4,4,1,no,0
4,0,Yes there is a male skateboarder in the image.,yes,1
4,1,Yes there is a ramp is present.,yes,1
4,2,yes,yes,1
4,3,Yes the skateboarder is attempting to perform a trick on his skateboard.,yes,1
4,4,Yes the skateboarder is riding a skateboard on the ramp.,yes,1
4,0,Yes there is a male skateboarder.,yes,1
4,1,Yes there is a ramp in the image.,yes,1
4,2,yes,yes,1
4,3,Yes the skateboarder is performing a trick by jumping into the air while riding the skateboard.,yes,1
4,4,Yes the skateboarder is performing a trick on the ramp.,yes,1
4,0,Yes there is a male skateboarder in the image.,yes,1
4,1,Yes there is a ramp in the image.,yes,1
4,2,yes,yes,1
4,3,Yes the skateboarder is attempting to perform a trick by riding up the side of a ramp.,yes,1
4,4,Yes the skateboarder is performing a trick on the ramp.,yes,1
4,0,Yes there is a male skateboarder in the image.,yes,1
4,1,Yes there is a ramp in the image.,yes,1
4,2,yes,yes,1
4,3,Yes the skateboarder is performing a trick by jumping into the air.,yes,1
4,4,Yes the skateboarder is performing a trick on the ramp.,yes,1
4,0,Performing a trick.  What type of trick is the skateboarder,no,0
4,1,yes black and white image,yes,1
4,2,yes,yes,1
4,3,Yes,yes,1
4,4,No the skateboarder is not on the ramp.,no,0
4,0,Skateboarding.  What type of skateboard is being ridden in the image,no,0
4,1,Yes there is a ramp in the image.,yes,1
4,2,yes,yes,1
4,3,Yes,yes,1
4,4,Yes the skateboarder is performing a trick in the air.,yes,1
4,0,Yes,yes,1
4,1,Yes,yes,1
4,2,yes,yes,1
4,3,Yes the skateboarder is attempting to perform a trick by jumping into the air.,yes,1
4,4,Yes,yes,1
4,0,A,no,0
4,1,Yes there is a skateboard ramp in the image.,yes,1
4,2,yes,yes,1
4,3,Yes the skateboarder is attempting to perform a trick by jumping in the air while riding his skateboard.,yes,1
4,4,Yes the skateboarder is performing a trick on the ramp.,yes,1
4,0,Skate,no,0
4,1,Yes there is a ramp is present.,yes,1
4,2,male,no,0
4,3,Yes the skateboarder is performing a trick by jumping into the air while riding his skateboard.,yes,1
4,4,Yes the skateboarder is performing a trick on the ramp.,yes,1
4,0,Yes there is a male skateboarder.,yes,1
4,1,Yes there is a ramp in the image.,yes,1
4,2,male,no,0
4,3,Yes,yes,1
4,4,Yes the skateboarder is performing a trick on the ramp.,yes,1
4,0,Performing a trick on his skateboard.  What type of,no,0
4,1,Yes there is a ramp in the image.,yes,1
4,2,male,no,0
4,3,Yes the skateboarder is performing a trick by jumping into the air while riding his bike.,yes,1
4,4,Yes the skateboarder is performing a trick while riding his bike.,yes,1
4,0,Skateboarding.  What type of equipment is the man using,no,0
4,1,Yes there is a ramp in the image.,yes,1
4,2,male,no,0
4,3,Yes the skateboarder is performing a trick in the air.,yes,1
4,4,Yes the skateboarder is performing a trick in the air while riding his skateboard.,yes,1
4,0,Yes there is a male skateboarder performing a trick in the air.,yes,1
4,1,Yes there is a ramp in the image.,yes,1
4,2,yes,yes,1
4,3,Yes the skateboarder is performing a trick by jumping into the air while riding his bike.,yes,1
4,4,Yes the skateboarder is performing a trick while riding his bike.,yes,1
5,0, ,no,0
5,1,Yes there is a scooter in the image.,yes,1
5,2,Yes the woman is showing something possibly something interesting or unusual to her friend.,yes,1
5,3,Yes,yes,1
5,0, ,no,0
5,1,Yes there is a scooter in the image.,yes,1
5,2,Yes the woman is showing something to her friend while riding the scooter.,yes,1
5,3,Yes,yes,1
5,0,Black,no,0
5,1,Yes there is a scooter in the image.,yes,1
5,2,Yes the woman is showing something to another person.,yes,1
5,3,Yes the woman is showing the scooter to another woman.,yes,1
5,0,Wearing a helmet.,no,0
5,1,Yes there is a scooter in the image.,yes,1
5,2,Yes the woman is showing something to the man on the scooter.,yes,1
5,3,Yes,yes,1
5,0,Pink.  What color is the woman's shirt,no,0
5,1,Yes there is a pink scooter in the image.,yes,1
5,2,Yes the woman is showing something to her friend while riding the pink scooter.,yes,1
5,3,Yes,yes,1
5,0, ,no,0
5,1,No there is no scooter in the image.,no,0
5,2,Yes the woman is showing something to her friend while eating a piece of watermelon.,yes,1
5,3,Yes the woman is showing the slice of watermelon to another woman.,yes,1
5,0,Watermelon.,no,0
5,1,No there is no scooter in the image.,no,0
5,2,Yes the woman is showing something to her friend who is holding a watermelon.,yes,1
5,3,Yes the woman is showing the scooter to another woman.,yes,1
5,0,Watermelon.,no,0
5,1,No there is no scooter in the image.,no,0
5,2,Yes the woman is showing something to her friend specifically a piece of watermelon.,yes,1
5,3,Yes the woman is showing the scooter to another woman.,yes,1
5,0,Red.,no,0
5,1,No there is no scooter in the image.,no,0
5,2,Yes the woman is showing something to her friend who is holding a slice of watermelon.,yes,1
5,3,Yes the woman is showing the scooter to another woman.,yes,1
5,0,A watermelon.,no,0
5,1,No there is no scooter in the image.,no,0
5,2,Yes the woman is showing something to another person.,yes,1
5,3,Yes the woman is showing the scooter to another woman.,yes,1
5,0, ,no,0
5,1,Yes there is a scooter in the image.,yes,1
5,2,Yes the woman is showing something by pointing at something while riding the scooter.,yes,1
5,3,Yes the woman is showing the scooter to another woman.,yes,1
5,0, ,no,0
5,1,Yes there is a scooter in the image.,yes,1
5,2,Yes the woman is showing something by riding an electric scooter.,yes,1
5,3,Yes,yes,1
5,0, ,no,0
5,1,Yes there is a scooter in the image.,yes,1
5,2,Yes the woman is showing something by smiling and riding a red scooter.,yes,1
5,3,Yes,yes,1
5,0, ,no,0
5,1,Yes there is a scooter in the image.,yes,1
5,2,Yes the woman is showing her teeth while sitting on a scooter.,yes,1
5,3,Yes,yes,1
5,0,Yes there is a woman riding a pink scooter.,yes,1
5,1,Yes there is a pink scooter in the image.,yes,1
5,2,Yes the woman is showing her tongue while riding the pink scooter.,yes,1
5,3,Yes,yes,1
5,0,Yes there is a woman.,yes,1
5,1,No there is no scooter in the image.,no,0
5,2,Yes the woman is showing a piece of watermelon to her mouth.,yes,1
5,3,No the woman is showing the watermelon to another woman.,no,0
5,0,Watermelon.,no,0
5,1,No there is no scooter in the image.,no,0
5,2,Yes the woman is showing a piece of watermelon.,yes,1
5,3,No the woman is showing the slice of watermelon to another woman.,no,0
5,0,Yes there is a woman.,yes,1
5,1,No there is no scooter in the image.,no,0
5,2,Yes the woman is showing a slice of watermelon.,yes,1
5,3,No the woman is showing the slice of watermelon to another woman.,no,0
5,0,Yes there is a woman in the image.,yes,1
5,1,No there is no scooter in the image.,no,0
5,2,Yes the woman is showing a large slice of watermelon.,yes,1
5,3,No the woman is showing the slice of watermelon to another woman.,no,0
5,0,Yes there is a woman.,yes,1
5,1,No there is no scooter in the image.,no,0
5,2,Yes the woman is showing a big slice of watermelon.,yes,1
5,3,No the woman is showing the watermelon to another woman.,no,0
5,0,Watermelon.,no,0
5,1,No there is no scooter in the image.,no,0
5,2,Yes the woman is showing a piece of watermelon.,yes,1
5,3,No the woman is showing the slice of watermelon to another woman.,no,0
5,0,Yes there is a woman.,yes,1
5,1,No there is no scooter in the image.,no,0
5,2,Yes the woman is showing a slice of watermelon.,yes,1
5,3,No the woman is showing the slice of watermelon to another woman.,no,0
5,0, ,no,0
5,1,No there is no scooter in the image.,no,0
5,2,Yes the woman is showing a big slice of watermelon.,yes,1
5,3,No the woman is showing the slice of watermelon to another woman.,no,0
5,0,Watermelon.,no,0
5,1,No there is no scooter in the image.,no,0
5,2,Yes the woman is showing a slice of watermelon on a plate.,yes,1
5,3,No the woman is not showing the scooter to another woman.,no,0
5,0,No there is no woman in the image.,no,0
5,1,No there is no scooter in the image.,no,0
5,2,Yes the woman is showing a piece of watermelon.,yes,1
5,3,No the woman is not showing the scooter to another woman.,no,0
5,0,Grey wood.,no,0
5,1,No there is no scooter in the image.,no,0
5,2,Yes the woman is showing a slice of watermelon.,yes,1
5,3,No the woman is not showing the scooter to another woman.,no,0
5,0,No there is no woman in the image.,no,0
5,1,No there is no scooter in the image.,no,0
5,2,Yes the woman is showing a slice of watermelon.,yes,1
5,3,No the woman is showing the slice of watermelon to another woman.,no,0
5,0,A,no,0
5,1,No there is no scooter in the image.,no,0
5,2,Yes the woman is showing a piece of watermelon.,yes,1
5,3,No the woman is not showing the scooter to another woman.,no,0
5,0,No there is no woman in the image.,no,0
5,1,Yes there is a scooter in the image.,yes,1
5,2,Yes the woman is showing something by standing next to a scooter.,yes,1
5,3,Yes the woman is showing the scooter to another woman.,yes,1
5,0,White.  What color is the woman's,no,0
5,1,Moped.,no,0
5,2,Yes the woman is showing something specifically her footwear as she stands next to a parked scooter.,yes,1
5,3,Yes,yes,1
5,0,Scooter.,no,0
5,1,Yes there is a scooter in the image.,yes,1
5,2,Yes the woman is showing something by riding a pink scooter.,yes,1
5,3,Yes the woman is showing the scooter to another woman.,yes,1
5,0,Blue white and gray.  What colors are prominent on the scooter,no,0
5,1,Yes there is a scooter parked on the sidewalk.,yes,1
5,2,Yes the woman is showing something by placing her foot on the scooter.,yes,1
5,3,Yes the woman is showing the scooter to another woman.,yes,1
6,0,Yes there is a man.,yes,1
6,1,no,no,0
6,2,Yes the suit is green.,yes,1
6,3,Yes there is a laptop in the image.,yes,1
6,4,Yes the man is leaning over the laptop.,yes,1
6,0,Yes there is a man.,yes,1
6,1,Yes the man is wearing a suit.,yes,1
6,2,Yes the suit is green.,yes,1
6,3,No there is no laptop in the image.,no,0
6,4,Yes the man is leaning over the laptop.,yes,1
6,0,Yes there is a man.,yes,1
6,1,Yes the man is wearing a green suit.,yes,1
6,2,yes,yes,1
6,3,No there is no laptop in the image.,no,0
6,4,No the man is standing.,no,0
6,0,Yes there is a man.,yes,1
6,1,No he is wearing a green suit.,no,0
6,2,Yes the suit is green.,yes,1
6,3,No there is no laptop in the image.,no,0
6,4,Yes the man is leaning over the laptop.,yes,1
6,0,Yes there is a man.,yes,1
6,1,no,no,0
6,2,Dell.,no,0
6,3,Yes there is a laptop on the table.,yes,1
6,4,Yes the man is leaning over the laptop.,yes,1
6,0,Yes there is a man sitting at a table using a laptop.,yes,1
6,1,no,no,0
6,2, ,no,0
6,3,A MacBook.,no,0
6,4,A Mac,no,0
6,0,Yes there is a man.,yes,1
6,1,no,no,0
6,2,No the man is wearing a black shirt.,no,0
6,3,Yes there is a laptop on the table.,yes,1
6,4,Yes the man is leaning over the laptop.,yes,1
6,0,Yes there is a man sitting at a desk.,yes,1
6,1,no,no,0
6,2,The man in the image is sitting at a desk looking at a laptop computer.,no,0
6,3,Yes there is a laptop on the table.,yes,1
6,4,Yes the man is leaning over the laptop.,yes,1
6,0,Yes there is a man wearing a green suit.,yes,1
6,1,Yes the man is wearing a green suit.,yes,1
6,2,Yes the suit is green.,yes,1
6,3,No there is no laptop in the image.,no,0
6,4,Yellow,no,0
6,0,Yes there is a man.,yes,1
6,1,No the man is wearing a green suit.,no,0
6,2,Yes the suit is green.,yes,1
6,3,No there is no laptop in the image.,no,0
6,4,Green.  What,no,0
6,0,Yes there is a man.,yes,1
6,1,yes,yes,1
6,2,Yes it is.,yes,1
6,3,No there is no laptop in the image.,no,0
6,4,No the man is standing.,no,0
6,0,Yes there is a man wearing a green suit.,yes,1
6,1,No the man is not wearing a suit. He is wearing a green suit a tie and brown shoes.,no,0
6,2,Yes the suit is green.,yes,1
6,3,No there is no laptop in the image.,no,0
6,4,No the man is standing.,no,0
6,0,Yes there is a man.,yes,1
6,1,no,no,0
6,2,White.  What color is the man's shirt,no,0
6,3,No there is no laptop in the image.,no,0
6,4,A table.,no,0
6,0,Yes there is a man.,yes,1
6,1,no,no,0
6,2,no,no,0
6,3,No there is no laptop in the image.,no,0
6,4,Yes he is leaning over the laptop.,yes,1
6,0,Yes there is a man.,yes,1
6,1,Color,no,0
6,2,Color,no,0
6,3,No there is no laptop in the image.,no,0
6,4,Yes he is leaning over the laptop.,yes,1
6,0,Yes there is a man.,yes,1
6,1,No he isn't wearing any suit.,no,0
6,2,Color,no,0
6,3,No there is no laptop in the image.,no,0
6,4,Yes the man is leaning over the laptop.,yes,1
6,0,No there is no man in the image.,no,0
6,1,no,no,0
6,2,No the suit is not green.,no,0
6,3,Wood.  What type of,no,0
6,4,No the man is sitting in front of the laptop.,no,0
6,0,No there is no man in the image.,no,0
6,1,no,no,0
6,2,no,no,0
6,3,A MacBook.,no,0
6,4,No the man is sitting next to the laptop.,no,0
6,0,No there is no man in the image.,no,0
6,1,no,no,0
6,2,No the suit is silver.,no,0
6,3,Yes there is a laptop on the table.,yes,1
6,4,No the man is leaning over the laptop keyboard.,no,0
6,0,No there is no man in the image.,no,0
6,1,no,no,0
6,2,Wooden.,no,0
6,3,Yes there is a laptop on the table.,yes,1
6,4,No the man is standing next to the laptop.,no,0
7,0,Tennis.  What type of court is,no,0
7,1,Yes there is a racquet.,yes,1
7,2, ,no,0
7,3,Yes,yes,1
7,4,yes,yes,1
7,0, ,no,0
7,1,Yes there is a racquet on the tennis court.,yes,1
7,2,A,no,0
7,3,The tennis court is purple and green.  What type of court is the woman playing on,no,0
7,4,No the woman is not holding the racket. She is preparing to hit the tennis ball.,no,0
7,0,Tennis court.  What,no,0
7,1,Yes there is a racquet in the image.,yes,1
7,2,Yes there is a tennis court in the image.,yes,1
7,3,No the woman is not on top of the tennis court. She is standing on a tennis court holding a tennis racket and posing for a picture.,no,0
7,4,no,no,0
7,0,A tennis court.,no,0
7,1,Green.  What,no,0
7,2,Doubles.,no,0
7,3,Yes the woman is on top of the tennis court.,yes,1
7,4,No the woman is not holding the racket. She is playing tennis.,no,0
7,0,A tennis court.,no,0
7,1,Yes the racquet is visible.,yes,1
7,2,Clay court.,no,0
7,3,Yes the woman is on top of the tennis court.,yes,1
7,4,No the woman is not holding the racket. She is preparing to hit the tennis ball.,no,0
7,0,A red,no,0
7,1,Yes there is a racquet.,yes,1
7,2,Clay court.,no,0
7,3,Yes the woman is on top of the tennis court.,yes,1
7,4,no,no,0
7,0,A,no,0
7,1,Yes there is a racquet in the image.,yes,1
7,2,Yes there is a tennis court in the image.,yes,1
7,3,No the woman is not on top of the tennis court. She is holding a large tennis racket.,no,0
7,4,Yes the woman is holding the racket.,yes,1
7,0,A tennis,no,0
7,1,Yes there is a racquet in the image.,yes,1
7,2,Yes there is a tennis court in the image.,yes,1
7,3,Yes the woman is on top of the tennis court.,yes,1
7,4,Yes she is holding the racket.,yes,1
7,0,Yes there is a woman in the image.,yes,1
7,1,Yes there is a racquet being held by the woman.,yes,1
7,2,Yes there is a tennis court in the image.,yes,1
7,3,No the woman is holding up a tennis racket.,no,0
7,4,yes,yes,1
7,0,Yes there is a woman.,yes,1
7,1,Yes the racquet is being held by the tennis player.,yes,1
7,2,Yes there is a tennis court in the image.,yes,1
7,3,No the woman is not on top of the tennis court. She is holding a tennis racket and a ball.,no,0
7,4,Yes she is holding the racket.,yes,1
7,0, ,no,0
7,1,Yes there is a racquet being held by the woman.,yes,1
7,2,Yes there is a tennis court in the image.,yes,1
7,3,Yes the woman is on top of the tennis court.,yes,1
7,4,no,no,0
7,0,no,no,0
7,1,yes,yes,1
7,2,Yes there is a tennis court is depicted in the image.,yes,1
7,3,yes,yes,1
7,4,no,no,0
7,0,No there is no woman in the image.,no,0
7,1,Yes there is a racquet on the tennis court.,yes,1
7,2,Yes there is a tennis court in the image.,yes,1
7,3,No the woman is not on top of the tennis court. She is standing near the net possibly waiting for her turn to play.,no,0
7,4,no,no,0
7,0,no,no,0
7,1,yes,yes,1
7,2,Yes there is a tennis court is in the image.,yes,1
7,3,No the woman is not on top of the tennis court. She is holding her tennis racket on the court.,no,0
7,4,no,no,0
7,0,No there is no woman in the image.,no,0
7,1,Yes there is a racquet on the tennis court.,yes,1
7,2,Yes there is a tennis court in the image.,yes,1
7,3,No the woman is not on top of the tennis court. She is standing near the court possibly waiting for her turn to play.,no,0
7,4,no,no,0
7,0,Clay.,no,0
7,1,Yes there is a racquet on the tennis court.,yes,1
7,2,Clay.,no,0
7,3,no,no,0
7,4,no,no,0
7,0,Purple and green.,no,0
7,1,Yes there is a racquet on the tennis court.,yes,1
7,2,The tennis court is blue purple and green.  What type of,no,0
7,3,The tennis court is blue,no,0
7,4,no,no,0
7,0,Tenn,no,0
7,1,no,no,0
7,2,Tennis court,no,0
7,3,No the woman is not on top of the tennis court. She is standing on a tennis court watching the game.,no,0
7,4,no,no,0
7,0,A green,no,0
7,1,Yes there is a racquet on the tennis court.,yes,1
7,2,A tennis court.,no,0
7,3,No the woman is not on top of the tennis court. She is standing on a tennis court watching the game.,no,0
7,4,no,no,0
7,0,Tennis court.,no,0
7,1,Yes there is a racquet on the tennis court.,yes,1
7,2,The tennis court is blue and red.  What type of court is depicted in,no,0
7,3,The tennis court is blue and red.  What type of court is the woman playing on,no,0
7,4,no,no,0
7,0,no,no,0
7,1,Yes there is a racquet on the tennis court.,yes,1
7,2,Yes there is a tennis court in the image.,yes,1
7,3,no,no,0
7,4,no,no,0
7,0,A long dress,no,0
7,1,Yes there is a racquet in the image.,yes,1
7,2,Yes there is a tennis court in the image.,yes,1
7,3,Yes the woman is sitting on top of the tennis court.,yes,1
7,4,no,no,0
7,0,Yes there is a woman in the image.,yes,1
7,1,No there is no racquet in the image.,no,0
7,2,Yes there is a tennis court in the image.,yes,1
7,3,No the woman is not on top of the tennis court. She is standing next to it.,no,0
7,4,No the woman is not holding the racquet.,no,0
7,0,Yes there is a woman in the image.,yes,1
7,1,No there is no racquet in the image.,no,0
7,2,Yes there is a tennis court in the image.,yes,1
7,3,No the woman is not on top of the tennis court. She is standing in a black and white photo appearing blurry and appears to be posing for the camera.,no,0
7,4,No the woman is not holding the racquet. She is holding it behind her back.,no,0
7,0,No there is no woman in the image.,no,0
7,1,Yes there is a racquet.,yes,1
7,2,Yes there is a tennis court is visible in the image.,yes,1
