id,question_id,vqa_answer,mc_answer,correct,parent_question_id
2,3,yes,yes,1,0
2,4,yes,yes,1,0-1
2,5,no,no,0,0-2
2,0,no,no,0,-1
2,1,yes,yes,1,-1
2,2,yes,yes,1,-1
2,3,yes,yes,1,0
2,4,yes,yes,1,0-1
2,5,no,no,0,0-2
2,0,no,no,0,-1
2,1,yes,yes,1,-1
2,2,yes,yes,1,-1
2,3,yes,yes,1,0
2,4,yes,yes,1,0-1
2,5,no,no,0,0-2
2,0,no,no,0,-1
2,1,yes,yes,1,-1
2,2,yes,yes,1,-1
2,3,no,no,0,0
2,4,no,no,0,0-1
2,5,no,no,0,0-2
2,0,no,no,0,-1
2,1,yes,yes,1,-1
2,2,yes,yes,1,-1
2,3,yes,yes,1,0
2,4,no,no,0,0-1
2,5,no,no,0,0-2
2,0,no,no,0,-1
2,1,yes,yes,1,-1
2,2,yes,yes,1,-1
2,3,no,no,0,0
2,4,no,no,0,0-1
2,5,no,no,0,0-2
2,0,no,no,0,-1
2,1,yes,yes,1,-1
2,2,yes,yes,1,-1
2,3,no,no,0,0
2,4,no,no,0,0-1
2,5,no,no,0,0-2
2,0,no,no,0,-1
2,1,no,no,0,-1
2,2,yes,yes,1,-1
2,3,no,no,0,0
2,4,no,no,0,0-1
2,5,no,no,0,0-2
3,0,yes,yes,1,-1
3,1,yes,yes,1,0
3,2,yes,yes,1,0
3,3,yes,yes,1,0
3,0,yes,yes,1,-1
3,1,yes,yes,1,0
3,2,yes,yes,1,0
3,3,yes,yes,1,0
3,0,yes,yes,1,-1
3,1,yes,yes,1,0
3,2,yes,yes,1,0
3,3,yes,yes,1,0
3,0,yes,yes,1,-1
3,1,yes,yes,1,0
3,2,yes,yes,1,0
3,3,yes,yes,1,0
3,0,yes,yes,1,-1
3,1,yes,yes,1,0
3,2,yes,yes,1,0
3,3,yes,yes,1,0
3,0,yes,yes,1,-1
3,1,yes,yes,1,0
3,2,yes,yes,1,0
3,3,yes,yes,1,0
3,0,no,no,0,-1
3,1,yes,yes,1,0
3,2,yes,yes,1,0
3,3,yes,yes,1,0
3,0,no,no,0,-1
3,1,yes,yes,1,0
3,2,no,no,0,0
3,3,no,no,0,0
3,0,no,no,0,-1
3,1,yes,yes,1,0
3,2,no,no,0,0
3,3,yes,yes,1,0
3,0,no,no,0,-1
3,1,yes,yes,1,0
3,2,no,no,0,0
3,3,yes,yes,1,0
3,0,no,no,0,-1
3,1,yes,yes,1,0
3,2,yes,yes,1,0
3,3,yes,yes,1,0
4,0,yes,yes,1,-1
4,1,yes,yes,1,-1
4,2,yes,yes,1,0
4,3,yes,yes,1,0
4,4,yes,yes,1,0-1
4,0,yes,yes,1,-1
4,1,yes,yes,1,-1
4,2,yes,yes,1,0
4,3,yes,yes,1,0
4,4,yes,yes,1,0-1
4,0,yes,yes,1,-1
4,1,yes,yes,1,-1
4,2,yes,yes,1,0
4,3,yes,yes,1,0
4,4,yes,yes,1,0-1
4,0,yes,yes,1,-1
4,1,yes,yes,1,-1
4,2,yes,yes,1,0
4,3,yes,yes,1,0
4,4,yes,yes,1,0-1
4,0,yes,yes,1,-1
4,1,yes,yes,1,-1
4,2,yes,yes,1,0
4,3,yes,yes,1,0
4,4,yes,yes,1,0-1
4,0,yes,yes,1,-1
4,1,yes,yes,1,-1
4,2,yes,yes,1,0
4,3,yes,yes,1,0
4,4,yes,yes,1,0-1
4,0,yes,yes,1,-1
4,1,no,no,0,-1
4,2,yes,yes,1,0
4,3,yes,yes,1,0
4,4,no,no,0,0-1
4,0,yes,yes,1,-1
4,1,no,no,0,-1
4,2,yes,yes,1,0
4,3,yes,yes,1,0
4,4,no,no,0,0-1
4,0,yes,yes,1,-1
4,1,yes,yes,1,-1
4,2,yes,yes,1,0
4,3,yes,yes,1,0
4,4,no,no,0,0-1
4,0,yes,yes,1,-1
4,1,yes,yes,1,-1
4,2,yes,yes,1,0
4,3,yes,yes,1,0
4,4,yes,yes,1,0-1
4,0,no,no,0,-1
4,1,yes,yes,1,-1
4,2,no,no,0,0
4,3,yes,yes,1,0
4,4,no,no,0,0-1
4,0,yes,yes,1,-1
4,1,yes,yes,1,-1
4,2,yes,yes,1,0
4,3,yes,yes,1,0
4,4,no,no,0,0-1
4,0,yes,yes,1,-1
4,1,yes,yes,1,-1
4,2,yes,yes,1,0
4,3,yes,yes,1,0
4,4,no,no,0,0-1
4,0,yes,yes,1,-1
4,1,yes,yes,1,-1
4,2,yes,yes,1,0
4,3,yes,yes,1,0
4,4,no,no,0,0-1
5,0,yes,yes,1,-1
5,1,yes,yes,1,-1
5,2,yes,yes,1,0
5,3,yes,yes,1,0
5,0,yes,yes,1,-1
5,1,yes,yes,1,-1
5,2,yes,yes,1,0
5,3,yes,yes,1,0
5,0,yes,yes,1,-1
5,1,yes,yes,1,-1
5,2,yes,yes,1,0
5,3,yes,yes,1,0
5,0,yes,yes,1,-1
5,1,yes,yes,1,-1
5,2,yes,yes,1,0
5,3,yes,yes,1,0
5,0,yes,yes,1,-1
5,1,yes,yes,1,-1
5,2,yes,yes,1,0
5,3,yes,yes,1,0
5,0,yes,yes,1,-1
5,1,no,no,0,-1
5,2,yes,yes,1,0
5,3,no,no,0,0
5,0,yes,yes,1,-1
5,1,no,no,0,-1
5,2,yes,yes,1,0
5,3,no,no,0,0
5,0,yes,yes,1,-1
5,1,no,no,0,-1
5,2,yes,yes,1,0
5,3,no,no,0,0
5,0,yes,yes,1,-1
5,1,no,no,0,-1
5,2,yes,yes,1,0
5,3,no,no,0,0
5,0,yes,yes,1,-1
5,1,no,no,0,-1
5,2,yes,yes,1,0
5,3,no,no,0,0
5,0,yes,yes,1,-1
5,1,yes,yes,1,-1
5,2,yes,yes,1,0
5,3,no,no,0,0
5,0,yes,yes,1,-1
5,1,yes,yes,1,-1
5,2,no,no,0,0
5,3,no,no,0,0
5,0,yes,yes,1,-1
5,1,yes,yes,1,-1
5,2,yes,yes,1,0
5,3,no,no,0,0
5,0,yes,yes,1,-1
5,1,yes,yes,1,-1
5,2,no,no,0,0
5,3,no,no,0,0
5,0,yes,yes,1,-1
5,1,yes,yes,1,-1
5,2,no,no,0,0
5,3,no,no,0,0
5,0,yes,yes,1,-1
5,1,no,no,0,-1
5,2,yes,yes,1,0
5,3,no,no,0,0
5,0,yes,yes,1,-1
5,1,no,no,0,-1
5,2,yes,yes,1,0
5,3,no,no,0,0
5,0,yes,yes,1,-1
5,1,no,no,0,-1
5,2,yes,yes,1,0
5,3,no,no,0,0
5,0,yes,yes,1,-1
5,1,no,no,0,-1
5,2,yes,yes,1,0
5,3,no,no,0,0
5,0,yes,yes,1,-1
5,1,no,no,0,-1
5,2,yes,yes,1,0
5,3,no,no,0,0
5,0,yes,yes,1,-1
5,1,no,no,0,-1
5,2,yes,yes,1,0
5,3,no,no,0,0
5,0,yes,yes,1,-1
5,1,no,no,0,-1
5,2,yes,yes,1,0
5,3,no,no,0,0
5,0,yes,yes,1,-1
5,1,no,no,0,-1
5,2,yes,yes,1,0
5,3,no,no,0,0
5,0,no,no,0,-1
5,1,no,no,0,-1
5,2,no,no,0,0
5,3,no,no,0,0
5,0,no,no,0,-1
5,1,no,no,0,-1
5,2,yes,yes,1,0
5,3,no,no,0,0
5,0,no,no,0,-1
5,1,no,no,0,-1
5,2,no,no,0,0
5,3,no,no,0,0
5,0,no,no,0,-1
5,1,no,no,0,-1
5,2,no,no,0,0
5,3,no,no,0,0
5,0,no,no,0,-1
5,1,no,no,0,-1
5,2,no,no,0,0
5,3,no,no,0,0
5,0,no,no,0,-1
5,1,yes,yes,1,-1
5,2,no,no,0,0
5,3,no,no,0,0
5,0,no,no,0,-1
5,1,yes,yes,1,-1
5,2,no,no,0,0
5,3,no,no,0,0
5,0,yes,yes,1,-1
5,1,yes,yes,1,-1
5,2,no,no,0,0
5,3,no,no,0,0
5,0,no,no,0,-1
5,1,yes,yes,1,-1
5,2,no,no,0,0
5,3,no,no,0,0
6,0,yes,yes,1,-1
6,1,no,no,0,0
6,2,no,no,0,1
6,3,yes,yes,1,-1
6,4,yes,yes,1,0-3
6,0,yes,yes,1,-1
6,1,yes,yes,1,0
6,2,yes,yes,1,1
6,3,no,no,0,-1
6,4,no,no,0,0-3
6,0,yes,yes,1,-1
6,1,yes,yes,1,0
6,2,yes,yes,1,1
6,3,no,no,0,-1
6,4,no,no,0,0-3
6,0,yes,yes,1,-1
6,1,yes,yes,1,0
6,2,yes,yes,1,1
6,3,no,no,0,-1
6,4,no,no,0,0-3
6,0,yes,yes,1,-1
6,1,no,no,0,0
6,2,no,no,0,1
6,3,yes,yes,1,-1
6,4,yes,yes,1,0-3
6,0,yes,yes,1,-1
6,1,no,no,0,0
6,2,no,no,0,1
6,3,yes,yes,1,-1
6,4,yes,yes,1,0-3
6,0,yes,yes,1,-1
6,1,no,no,0,0
6,2,no,no,0,1
6,3,yes,yes,1,-1
6,4,yes,yes,1,0-3
6,0,yes,yes,1,-1
6,1,no,no,0,0
6,2,no,no,0,1
6,3,yes,yes,1,-1
6,4,yes,yes,1,0-3
6,0,yes,yes,1,-1
6,1,yes,yes,1,0
6,2,yes,yes,1,1
6,3,no,no,0,-1
6,4,no,no,0,0-3
6,0,yes,yes,1,-1
6,1,yes,yes,1,0
6,2,yes,yes,1,1
6,3,no,no,0,-1
6,4,no,no,0,0-3
6,0,yes,yes,1,-1
6,1,yes,yes,1,0
6,2,yes,yes,1,1
6,3,no,no,0,-1
6,4,no,no,0,0-3
6,0,yes,yes,1,-1
6,1,yes,yes,1,0
6,2,yes,yes,1,1
6,3,no,no,0,-1
6,4,no,no,0,0-3
6,0,yes,yes,1,-1
6,1,no,no,0,0
6,2,no,no,0,1
6,3,no,no,0,-1
6,4,no,no,0,0-3
6,0,yes,yes,1,-1
6,1,no,no,0,0
6,2,no,no,0,1
6,3,no,no,0,-1
6,4,no,no,0,0-3
6,0,yes,yes,1,-1
6,1,no,no,0,0
6,2,no,no,0,1
6,3,yes,yes,1,-1
6,4,yes,yes,1,0-3
6,0,yes,yes,1,-1
6,1,no,no,0,0
6,2,no,no,0,1
6,3,no,no,0,-1
6,4,no,no,0,0-3
6,0,no,no,0,-1
6,1,no,no,0,0
6,2,no,no,0,1
6,3,yes,yes,1,-1
6,4,no,no,0,0-3
6,0,no,no,0,-1
6,1,no,no,0,0
6,2,no,no,0,1
6,3,yes,yes,1,-1
6,4,no,no,0,0-3
6,0,no,no,0,-1
6,1,yes,yes,1,0
6,2,no,no,0,1
6,3,yes,yes,1,-1
6,4,no,no,0,0-3
6,0,no,no,0,-1
6,1,no,no,0,0
6,2,no,no,0,1
6,3,yes,yes,1,-1
6,4,no,no,0,0-3
7,0,yes,yes,1,-1
7,1,yes,yes,1,-1
7,2,yes,yes,1,-1
7,3,yes,yes,1,0-2
7,4,yes,yes,1,0-1
7,0,yes,yes,1,-1
7,1,yes,yes,1,-1
7,2,yes,yes,1,-1
7,3,yes,yes,1,0-2
7,4,yes,yes,1,0-1
7,0,yes,yes,1,-1
7,1,yes,yes,1,-1
7,2,yes,yes,1,-1
7,3,yes,yes,1,0-2
7,4,yes,yes,1,0-1
7,0,yes,yes,1,-1
7,1,yes,yes,1,-1
7,2,yes,yes,1,-1
7,3,yes,yes,1,0-2
7,4,yes,yes,1,0-1
7,0,yes,yes,1,-1
7,1,yes,yes,1,-1
7,2,yes,yes,1,-1
7,3,yes,yes,1,0-2
7,4,yes,yes,1,0-1
7,0,yes,yes,1,-1
7,1,yes,yes,1,-1
7,2,yes,yes,1,-1
7,3,yes,yes,1,0-2
7,4,yes,yes,1,0-1
7,0,yes,yes,1,-1
7,1,yes,yes,1,-1
7,2,no,no,0,-1
7,3,no,no,0,0-2
7,4,yes,yes,1,0-1
7,0,yes,yes,1,-1
7,1,yes,yes,1,-1
7,2,yes,yes,1,-1
7,3,yes,yes,1,0-2
7,4,yes,yes,1,0-1
7,0,yes,yes,1,-1
7,1,yes,yes,1,-1
7,2,no,no,0,-1
7,3,no,no,0,0-2
7,4,yes,yes,1,0-1
7,0,yes,yes,1,-1
7,1,yes,yes,1,-1
7,2,no,no,0,-1
7,3,no,no,0,0-2
7,4,yes,yes,1,0-1
7,0,yes,yes,1,-1
7,1,yes,yes,1,-1
7,2,yes,yes,1,-1
7,3,yes,yes,1,0-2
7,4,yes,yes,1,0-1
7,0,no,no,0,-1
7,1,yes,yes,1,-1
7,2,yes,yes,1,-1
7,3,no,no,0,0-2
7,4,no,no,0,0-1
7,0,yes,yes,1,-1
7,1,yes,yes,1,-1
7,2,yes,yes,1,-1
7,3,yes,yes,1,0-2
7,4,yes,yes,1,0-1
7,0,yes,yes,1,-1
7,1,yes,yes,1,-1
7,2,yes,yes,1,-1
7,3,yes,yes,1,0-2
7,4,yes,yes,1,0-1
7,0,yes,yes,1,-1
7,1,yes,yes,1,-1
7,2,yes,yes,1,-1
7,3,yes,yes,1,0-2
7,4,yes,yes,1,0-1
7,0,no,no,0,-1
7,1,yes,yes,1,-1
7,2,yes,yes,1,-1
7,3,yes,yes,1,0-2
7,4,yes,yes,1,0-1
7,0,yes,yes,1,-1
7,1,yes,yes,1,-1
7,2,yes,yes,1,-1
7,3,yes,yes,1,0-2
7,4,yes,yes,1,0-1
7,0,no,no,0,-1
7,1,yes,yes,1,-1
7,2,yes,yes,1,-1
7,3,no,no,0,0-2
7,4,no,no,0,0-1
7,0,yes,yes,1,-1
7,1,yes,yes,1,-1
7,2,yes,yes,1,-1
7,3,yes,yes,1,0-2
7,4,yes,yes,1,0-1
7,0,yes,yes,1,-1
7,1,yes,yes,1,-1
7,2,yes,yes,1,-1
7,3,yes,yes,1,0-2
7,4,yes,yes,1,0-1
7,0,no,no,0,-1
7,1,yes,yes,1,-1
7,2,yes,yes,1,-1
7,3,yes,yes,1,0-2
7,4,yes,yes,1,0-1
7,0,yes,yes,1,-1
7,1,yes,yes,1,-1
7,2,no,no,0,-1
7,3,no,no,0,0-2
7,4,no,no,0,0-1
7,0,yes,yes,1,-1
7,1,no,no,0,-1
7,2,no,no,0,-1
7,3,no,no,0,0-2
7,4,no,no,0,0-1
7,0,yes,yes,1,-1
7,1,yes,yes,1,-1
7,2,no,no,0,-1
7,3,no,no,0,0-2
7,4,yes,yes,1,0-1
7,0,no,no,0,-1
7,1,yes,yes,1,-1
7,2,no,no,0,-1
7,3,no,no,0,0-2
7,4,no,no,0,0-1
7,0,no,no,0,-1
7,1,yes,yes,1,-1
7,2,yes,yes,1,-1
7,3,no,no,0,0-2
7,4,no,no,0,0-1
7,0,no,no,0,-1
7,1,yes,yes,1,-1
7,2,yes,yes,1,-1
7,3,no,no,0,0-2
7,4,no,no,0,0-1
7,0,no,no,0,-1
7,1,yes,yes,1,-1
7,2,no,no,0,-1
7,3,no,no,0,0-2
7,4,no,no,0,0-1
7,0,no,no,0,-1
7,1,yes,yes,1,-1
7,2,yes,yes,1,-1
7,3,yes,yes,1,0-2
7,4,yes,yes,1,0-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,yes,yes,1,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,yes,yes,1,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,yes,yes,1,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,yes,yes,1,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,yes,yes,1,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,no,no,0,-1
8,3,no,no,0,-1
8,4,yes,yes,1,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,yes,yes,1,-1
8,1,no,no,0,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,yes,yes,1,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,yes,yes,1,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,yes,yes,1,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,yes,yes,1,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,yes,yes,1,-1
8,0,yes,yes,1,-1
8,1,no,no,0,-1
8,2,no,no,0,-1
8,3,no,no,0,-1
8,4,yes,yes,1,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,no,no,0,-1
8,3,no,no,0,-1
8,4,yes,yes,1,-1
8,0,yes,yes,1,-1
8,1,no,no,0,-1
8,2,no,no,0,-1
8,3,no,no,0,-1
8,4,yes,yes,1,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,yes,yes,1,-1
8,1,no,no,0,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,yes,yes,1,-1
8,0,yes,yes,1,-1
8,1,no,no,0,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,yes,yes,1,-1
8,1,no,no,0,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,yes,yes,1,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,yes,yes,1,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,yes,yes,1,-1
8,1,yes,yes,1,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,yes,yes,1,-1
8,1,no,no,0,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,yes,yes,1,-1
8,0,yes,yes,1,-1
8,1,no,no,0,-1
8,2,no,no,0,-1
8,3,no,no,0,-1
8,4,no,no,0,-1
8,0,yes,yes,1,-1
8,1,no,no,0,-1
8,2,no,no,0,-1
8,3,no,no,0,-1
8,4,no,no,0,-1
8,0,yes,yes,1,-1
8,1,no,no,0,-1
8,2,no,no,0,-1
8,3,no,no,0,-1
8,4,no,no,0,-1
8,0,yes,yes,1,-1
8,1,no,no,0,-1
8,2,no,no,0,-1
8,3,no,no,0,-1
8,4,yes,yes,1,-1
8,0,yes,yes,1,-1
8,1,no,no,0,-1
8,2,no,no,0,-1
8,3,no,no,0,-1
8,4,yes,yes,1,-1
8,0,no,no,0,-1
8,1,yes,yes,1,-1
8,2,no,no,0,-1
8,3,no,no,0,-1
8,4,no,no,0,-1
8,0,no,no,0,-1
8,1,yes,yes,1,-1
8,2,no,no,0,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,no,no,0,-1
8,1,yes,yes,1,-1
8,2,no,no,0,-1
8,3,no,no,0,-1
8,4,no,no,0,-1
8,0,no,no,0,-1
8,1,yes,yes,1,-1
8,2,no,no,0,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,no,no,0,-1
8,1,yes,yes,1,-1
8,2,no,no,0,-1
8,3,no,no,0,-1
8,4,no,no,0,-1
8,0,no,no,0,-1
8,1,no,no,0,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,no,no,0,-1
8,1,no,no,0,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,no,no,0,-1
8,1,no,no,0,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,no,no,0,-1
8,1,no,no,0,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,no,no,0,-1
8,1,no,no,0,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,no,no,0,-1
8,0,no,no,0,-1
8,1,no,no,0,-1
8,2,yes,yes,1,-1
8,3,yes,yes,1,-1
8,4,yes,yes,1,-1
8,0,no,no,0,-1
8,1,no,no,0,-1
8,2,no,no,0,-1
8,3,no,no,0,-1
